winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,346,346,346,346,346,346,348.8,502.1,1563,9d82d29788ccb772592fe50ef794858b0becdd92
1993,441,441,441,441,441,441,441,441,441,9d82d29788ccb772592fe50ef794858b0becdd92
1994,289,289,289,289,289,289,289,289,289,9d82d29788ccb772592fe50ef794858b0becdd92
1995,33,33,33,33,33,33,33,54.7,241,9d82d29788ccb772592fe50ef794858b0becdd92
1996,37,37,37,37,37,37,37,219.9,329,9d82d29788ccb772592fe50ef794858b0becdd92
1997,96,96,96,96,96,96,96,96,209,9d82d29788ccb772592fe50ef794858b0becdd92
1998,13,13,13,13,13,13,23.6,109.5,970,9d82d29788ccb772592fe50ef794858b0becdd92
1999,74,74,74,74,74,74,74,258.3,704,9d82d29788ccb772592fe50ef794858b0becdd92
2000,192,192,192,192,192,192,245,610.7,1857,9d82d29788ccb772592fe50ef794858b0becdd92
2001,1330,1330,1330,1330,1330,1330,1377,1731,2658,9d82d29788ccb772592fe50ef794858b0becdd92
2002,242,242,242,242,242,242,296.2,876.6,1446,9d82d29788ccb772592fe50ef794858b0becdd92
2003,1984,1966,1966,1966,1967,2017,2122,2519,4151,9d82d29788ccb772592fe50ef794858b0becdd92
2004,206,205,205,205,205,227,364.2,726.4,1887,9d82d29788ccb772592fe50ef794858b0becdd92
2005,804,804,804,804,804,808,861.8,981.5,1207,9d82d29788ccb772592fe50ef794858b0becdd92
2006,2032,2012,2012,2012,2015,2088,2213,2744,5668,9d82d29788ccb772592fe50ef794858b0becdd92
2007,669.5,660,660,660,662,702,769.6,1198,2610,9d82d29788ccb772592fe50ef794858b0becdd92
2008,772,769,769,769,769,795.7,929.8,1344,2623,9d82d29788ccb772592fe50ef794858b0becdd92
2009,692,666,666,666,666,746.3,841.8,1245,1932,9d82d29788ccb772592fe50ef794858b0becdd92
2010,4630,4628,4628,4628,4628,4664,4777,5314,5966,9d82d29788ccb772592fe50ef794858b0becdd92
2011,1744,1731,1731,1733,1739,1762,1815,2454,4493,9d82d29788ccb772592fe50ef794858b0becdd92
2012,1132,1132,1132,1132,1132,1186,1399,2096,3413,9d82d29788ccb772592fe50ef794858b0becdd92
2013,1492,1492,1492,1492,1492,1492,1492,1492,1492,9d82d29788ccb772592fe50ef794858b0becdd92
2014,1807,1807,1807,1807,1807,1810,1824,2186,2859,9d82d29788ccb772592fe50ef794858b0becdd92
2015,3227,3220,3220,3220,3220,3252,3308,3608,4645,9d82d29788ccb772592fe50ef794858b0becdd92
2016,2359,2310,2310,2310,2319,2444,2566,2838,3544,9d82d29788ccb772592fe50ef794858b0becdd92
2017,4960,4960,4960,4960,4960,4964,4974,5048,5266,9d82d29788ccb772592fe50ef794858b0becdd92
2018,1305,1305,1305,1305,1305,1305,1305,1305,1673,9d82d29788ccb772592fe50ef794858b0becdd92
2019,1872,1872,1872,1872,1872,1872,1872,2357,2972,9d82d29788ccb772592fe50ef794858b0becdd92
2020,1468,1468,1468,1468,1468,1468,1468,1468,1468,9d82d29788ccb772592fe50ef794858b0becdd92
2021,1381,1381,1381,1381,1381,1381,1381,1381,1381,9d82d29788ccb772592fe50ef794858b0becdd92
2022,1897,1897,1897,1897,1897,1897,1897,1897,1897,9d82d29788ccb772592fe50ef794858b0becdd92
2023,1006,1006,1006,1006,1006,1006,1006,1006,1006,9d82d29788ccb772592fe50ef794858b0becdd92
2024,2244,2244,2244,2244,2244,2244,2312,2687,3259,9d82d29788ccb772592fe50ef794858b0becdd92
