winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,52,52,52,52,52,52,52,52,52,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1992,March,9,9,9,9,9,9,9,9,9,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1992,October,87,40,40.95,53,67.65,111.4,158.8,231.8,451,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1992,November,52,52,52,52,52,52,52,55,67,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1992,December,46,46,46,46,46,46,46,46,46,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1992,NA,108,108,108,108,108,108.4,114.2,128.1,146,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1993,January,13,13,13,13,13,13,13,13,13,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1993,March,9,9,9,9,9,9,9,9,9,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1993,October,23.5,2,2,5,14,33,41.2,69.1,133,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1993,November,17,17,17,17,17,17,17,17,17,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1993,December,11,11,11,11,11,11,11,11,11,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1993,NA,14,14,14,14,14,14,14,14,14,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1994,January,7,7,7,7,7,7,7,7,7,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1994,March,0,0,0,0,0,0,0,0,0,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1994,October,4,1,1,1,3,5,8,18.05,25,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1994,November,12,12,12,12,12,12,12,12,12,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1994,December,6,6,6,6,6,6,6,6,6,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1994,NA,12,12,12,12,12,12,12,12,12,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1995,January,1,1,1,1,1,1,1,1,1,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1995,March,0,0,0,0,0,1,2,5,9,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1995,October,16,5,5,8,13,20.35,27,46.05,113,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1995,November,9,9,9,9,9,9,9,9,9,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1995,December,4,4,4,4,4,4,4,4,4,6baa86c87d84ac5da5400450468cb2bbc41d44ff
1995,NA,12,12,12,12,12,12,12,12,12,6baa86c87d84ac5da5400450468cb2bbc41d44ff
