winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,8,8,8,8,8,8,8,8,8,4864f45340995a6b60ba66a949e7ef0f16b7021c
1993,9,9,9,9,9,9,9,9,9,4864f45340995a6b60ba66a949e7ef0f16b7021c
1994,8,8,8,8,8,8,8,8,8,4864f45340995a6b60ba66a949e7ef0f16b7021c
1995,188,188,188,188,188,188,188,188,188,4864f45340995a6b60ba66a949e7ef0f16b7021c
1996,10,10,10,10,10,10,10,10,10,4864f45340995a6b60ba66a949e7ef0f16b7021c
1997,22,22,22,22,22,22,22,22,22,4864f45340995a6b60ba66a949e7ef0f16b7021c
1998,22,22,22,22,22,22,22,22,22,4864f45340995a6b60ba66a949e7ef0f16b7021c
1999,322,322,322,322,322,322,322,322,322,4864f45340995a6b60ba66a949e7ef0f16b7021c
2000,21,21,21,21,21,21,21,21,27,4864f45340995a6b60ba66a949e7ef0f16b7021c
2001,25,25,25,25,25,25,25,25,25,4864f45340995a6b60ba66a949e7ef0f16b7021c
2002,19,19,19,19,19,19,19,19.1,37,4864f45340995a6b60ba66a949e7ef0f16b7021c
2003,18,18,18,18,18,18,24,47.1,114,4864f45340995a6b60ba66a949e7ef0f16b7021c
2004,15,15,15,15,15,15,16,30.45,79,4864f45340995a6b60ba66a949e7ef0f16b7021c
2005,24,24,24,24,24,24,24,35.15,59,4864f45340995a6b60ba66a949e7ef0f16b7021c
2006,39,39,39,39,39,39,39,39,47,4864f45340995a6b60ba66a949e7ef0f16b7021c
2007,8,8,8,8,8,8,8.2,29.1,73,4864f45340995a6b60ba66a949e7ef0f16b7021c
2008,54,54,54,54,54,54,54,54,60,4864f45340995a6b60ba66a949e7ef0f16b7021c
2009,52,52,52,52,52,52,52,52,52,4864f45340995a6b60ba66a949e7ef0f16b7021c
2010,42,42,42,42,42,42,42,71.4,157,4864f45340995a6b60ba66a949e7ef0f16b7021c
2011,2,2,2,2,2,6,14,30.2,85,4864f45340995a6b60ba66a949e7ef0f16b7021c
2012,6,5,5,5,5,10,16,29.15,57,4864f45340995a6b60ba66a949e7ef0f16b7021c
2013,8,8,8,8,8,8,10,27.35,79,4864f45340995a6b60ba66a949e7ef0f16b7021c
2014,4,4,4,4,4,6,8.2,16.4,32,4864f45340995a6b60ba66a949e7ef0f16b7021c
2015,22,22,22,22,22,22,22,23,45,4864f45340995a6b60ba66a949e7ef0f16b7021c
2016,15,15,15,15,15,15,15,15,15,4864f45340995a6b60ba66a949e7ef0f16b7021c
2017,10,10,10,10,10,10,10,10,10,4864f45340995a6b60ba66a949e7ef0f16b7021c
2018,11,11,11,11,11,11,11,11,11,4864f45340995a6b60ba66a949e7ef0f16b7021c
2019,5,5,5,5,5,5,5,5,5,4864f45340995a6b60ba66a949e7ef0f16b7021c
2020,7,7,7,7,7,7,7,7,7,4864f45340995a6b60ba66a949e7ef0f16b7021c
2021,16,16,16,16,16,16,16,16,16,4864f45340995a6b60ba66a949e7ef0f16b7021c
2022,23,23,23,23,23,23,23,23,23,4864f45340995a6b60ba66a949e7ef0f16b7021c
2023,60,60,60,60,60,60,60,60,60,4864f45340995a6b60ba66a949e7ef0f16b7021c
2024,11,11,11,11,11,11,11,11,11,4864f45340995a6b60ba66a949e7ef0f16b7021c
