winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2001,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2002,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2003,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2004,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2005,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2006,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2007,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2008,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2009,1,1,1,1,1,1,1,1,1,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2010,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2011,2,2,2,2,2,2,2,2,2,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2012,2,2,2,2,2,2,2,2,2,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2013,3,3,3,3,3,3,3,3,4,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2014,3,3,3,3,3,3,3,3,3,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2015,2,2,2,2,2,2,2,2,2,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2016,2,2,2,2,2,2,2,2,2,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2017,1,1,1,1,1,1,1,1,1,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2018,1,1,1,1,1,1,1,1,1,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2019,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2020,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
2021,0,0,0,0,0,0,0,0,0,6a977cf7ebfd0ea7641cda5975b3484e3ca593f1
