winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,4,4,4,4,4,4,4,4,4,38f5291b238bad89eda829983662c390e10b300a
1993,2,2,2,2,2,2,2,2,2,38f5291b238bad89eda829983662c390e10b300a
1994,6,6,6,6,6,6,6,7.05,8,38f5291b238bad89eda829983662c390e10b300a
1995,4,4,4,4,4,4,4,4,4,38f5291b238bad89eda829983662c390e10b300a
1996,1,1,1,1,1,2,2,3,5,38f5291b238bad89eda829983662c390e10b300a
1997,0,0,0,0,0,0,0,0,0,38f5291b238bad89eda829983662c390e10b300a
1998,8,8,8,8,8,8,8,8,8,38f5291b238bad89eda829983662c390e10b300a
1999,4,4,4,4,4,4,4,4,4,38f5291b238bad89eda829983662c390e10b300a
2000,3,3,3,3,3,3,3,3,3,38f5291b238bad89eda829983662c390e10b300a
2001,3,3,3,3,3,3,3,3,3,38f5291b238bad89eda829983662c390e10b300a
2002,4,4,4,4,4,4,4,4,4,38f5291b238bad89eda829983662c390e10b300a
2003,4,4,4,4,4,4,4,4,4,38f5291b238bad89eda829983662c390e10b300a
2004,1,1,1,1,1,1,2,5,9,38f5291b238bad89eda829983662c390e10b300a
2005,6,6,6,6,6,6,6,6,6,38f5291b238bad89eda829983662c390e10b300a
2006,17,17,17,17,17,17,17,17,17,38f5291b238bad89eda829983662c390e10b300a
2007,10,10,10,10,10,10,10,10,10,38f5291b238bad89eda829983662c390e10b300a
2008,1,1,1,1,1,1,1,1,1,38f5291b238bad89eda829983662c390e10b300a
2009,8,8,8,8,8,8,8,8,8,38f5291b238bad89eda829983662c390e10b300a
2010,7,7,7,7,7,7,7,7,7,38f5291b238bad89eda829983662c390e10b300a
2011,2,2,2,2,2,2,2,3,10,38f5291b238bad89eda829983662c390e10b300a
2012,2,1,1,1,1,3,4.2,8,13,38f5291b238bad89eda829983662c390e10b300a
2013,4,4,4,4,4,4,4,4,4,38f5291b238bad89eda829983662c390e10b300a
2014,15,15,15,15,15,15,15,15,17,38f5291b238bad89eda829983662c390e10b300a
2015,12,12,12,12,12,12,12,12,12,38f5291b238bad89eda829983662c390e10b300a
2016,18,18,18,18,18,18,18,18,18,38f5291b238bad89eda829983662c390e10b300a
2017,19,19,19,19,19,19,19,19,19,38f5291b238bad89eda829983662c390e10b300a
2018,14,14,14,14,14,14,14,14,14,38f5291b238bad89eda829983662c390e10b300a
2019,6,6,6,6,6,6,6,6,6,38f5291b238bad89eda829983662c390e10b300a
2020,10,10,10,10,10,10,10,10,10,38f5291b238bad89eda829983662c390e10b300a
2021,10,10,10,10,10,10,10,10,10,38f5291b238bad89eda829983662c390e10b300a
2022,9,9,9,9,9,9,9,9,9,38f5291b238bad89eda829983662c390e10b300a
2023,39,39,39,39,39,39,39,39,39,38f5291b238bad89eda829983662c390e10b300a
2024,9,9,9,9,9,9,9,9,9,38f5291b238bad89eda829983662c390e10b300a
