analysis,centre_winter,duration,estimate,se,lcl,ucl
c8b3c197b09275e69f10c9af75b84176a6594903,2004,5,3.116,0.2066,2.711,3.521
c8b3c197b09275e69f10c9af75b84176a6594903,2005,5,3.376,0.1618,3.059,3.693
c8b3c197b09275e69f10c9af75b84176a6594903,2006,5,3.618,0.1345,3.355,3.882
c8b3c197b09275e69f10c9af75b84176a6594903,2007,5,3.875,0.1138,3.652,4.098
c8b3c197b09275e69f10c9af75b84176a6594903,2008,5,4.074,0.09776,3.882,4.266
c8b3c197b09275e69f10c9af75b84176a6594903,2009,5,4.207,0.0852,4.04,4.374
c8b3c197b09275e69f10c9af75b84176a6594903,2010,5,4.269,0.08219,4.108,4.43
c8b3c197b09275e69f10c9af75b84176a6594903,2011,5,4.323,0.08053,4.165,4.481
c8b3c197b09275e69f10c9af75b84176a6594903,2012,5,4.358,0.08037,4.2,4.515
c8b3c197b09275e69f10c9af75b84176a6594903,2013,5,4.369,0.08024,4.212,4.526
c8b3c197b09275e69f10c9af75b84176a6594903,2014,5,4.376,0.07966,4.22,4.532
c8b3c197b09275e69f10c9af75b84176a6594903,2015,5,4.384,0.07952,4.229,4.54
c8b3c197b09275e69f10c9af75b84176a6594903,2016,5,4.385,0.0794,4.229,4.54
c8b3c197b09275e69f10c9af75b84176a6594903,2017,5,4.328,0.07907,4.173,4.483
c8b3c197b09275e69f10c9af75b84176a6594903,2018,5,4.218,0.08013,4.061,4.375
c8b3c197b09275e69f10c9af75b84176a6594903,2019,5,4.143,0.08093,3.985,4.302
c8b3c197b09275e69f10c9af75b84176a6594903,2020,5,4.073,0.08152,3.913,4.233
c8b3c197b09275e69f10c9af75b84176a6594903,2021,5,3.985,0.08338,3.822,4.148
c8b3c197b09275e69f10c9af75b84176a6594903,2022,5,3.928,0.08724,3.757,4.099
c8b3c197b09275e69f10c9af75b84176a6594903,2006.5,10,3.661,0.1131,3.44,3.883
c8b3c197b09275e69f10c9af75b84176a6594903,2007.5,10,3.822,0.0936,3.639,4.006
c8b3c197b09275e69f10c9af75b84176a6594903,2008.5,10,3.971,0.08078,3.813,4.129
c8b3c197b09275e69f10c9af75b84176a6594903,2009.5,10,4.116,0.07192,3.975,4.257
c8b3c197b09275e69f10c9af75b84176a6594903,2010.5,10,4.221,0.06496,4.094,4.349
c8b3c197b09275e69f10c9af75b84176a6594903,2011.5,10,4.292,0.06072,4.172,4.411
c8b3c197b09275e69f10c9af75b84176a6594903,2012.5,10,4.327,0.05988,4.209,4.444
c8b3c197b09275e69f10c9af75b84176a6594903,2013.5,10,4.354,0.05936,4.238,4.47
c8b3c197b09275e69f10c9af75b84176a6594903,2014.5,10,4.343,0.05899,4.227,4.459
c8b3c197b09275e69f10c9af75b84176a6594903,2015.5,10,4.294,0.05904,4.178,4.409
c8b3c197b09275e69f10c9af75b84176a6594903,2016.5,10,4.26,0.05943,4.143,4.376
c8b3c197b09275e69f10c9af75b84176a6594903,2017.5,10,4.229,0.05968,4.112,4.346
c8b3c197b09275e69f10c9af75b84176a6594903,2018.5,10,4.185,0.0601,4.067,4.303
c8b3c197b09275e69f10c9af75b84176a6594903,2019.5,10,4.128,0.06152,4.007,4.249
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2004,5,3.675,0.2077,3.268,4.083
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2005,5,3.867,0.1638,3.546,4.188
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2006,5,4.047,0.1399,3.773,4.321
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2007,5,4.236,0.1191,4.002,4.469
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2008,5,4.414,0.1045,4.209,4.618
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2009,5,4.516,0.09059,4.339,4.694
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2010,5,4.577,0.08461,4.411,4.743
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2011,5,4.625,0.0804,4.468,4.783
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2012,5,4.671,0.08055,4.513,4.828
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2013,5,4.665,0.07954,4.509,4.821
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2014,5,4.658,0.0798,4.501,4.814
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2015,5,4.64,0.08154,4.481,4.8
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2016,5,4.632,0.08342,4.468,4.795
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2017,5,4.574,0.08313,4.412,4.737
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2018,5,4.458,0.08481,4.292,4.624
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2019,5,4.403,0.08448,4.238,4.569
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2020,5,4.343,0.08493,4.177,4.51
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2021,5,4.267,0.08796,4.094,4.439
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2022,5,4.201,0.0955,4.014,4.389
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2006.5,10,4.096,0.1148,3.871,4.321
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2007.5,10,4.222,0.0952,4.035,4.408
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2008.5,10,4.336,0.08351,4.173,4.5
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2009.5,10,4.453,0.07443,4.307,4.599
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2010.5,10,4.539,0.06887,4.404,4.674
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2011.5,10,4.587,0.06365,4.462,4.712
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2012.5,10,4.609,0.06225,4.487,4.731
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2013.5,10,4.628,0.06222,4.506,4.75
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2014.5,10,4.623,0.06236,4.5,4.745
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2015.5,10,4.562,0.06122,4.442,4.682
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2016.5,10,4.53,0.06128,4.41,4.651
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2017.5,10,4.492,0.06195,4.37,4.613
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2018.5,10,4.449,0.06245,4.327,4.572
cb1f781ca83545af1e65309ebc7ad6c5981a0a3f,2019.5,10,4.388,0.06517,4.26,4.516
