winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,2658,2658,2658,2658,2658,2658,2658,2658,2658,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2001,3700,3700,3700,3700,3700,3700,3700,3700,3700,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2002,887,887,887,887,887,887,887,887,887,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2003,194,194,194,194,194,194,217.8,651.9,1257,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2004,769,769,769,769,769,769,769,2017,3410,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2005,724,724,724,724,724,724,724,967.4,1779,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2006,290,290,290,290,290,290,290,290,290,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2007,1103,1103,1103,1103,1103,1103,1103,1103,1103,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2008,859,859,859,859,859,859,859,859,859,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2009,473,473,473,473,473,473,473,473,473,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2010,400,400,400,400,400,400,400,400,400,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2011,1424,1424,1424,1424,1424,1424,1424,1424,1424,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2012,988,988,988,988,988,988,988,988,988,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2013,300,300,300,300,300,354.5,491.4,852.2,1416,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2014,606,606,606,606,606,686,808,973.6,1422,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2015,723,723,723,723,723,723,723,723,723,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2016,300,300,300,300,300,300,300,300,300,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2017,195,195,195,195,195,195,195,195.4,319,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2018,357,357,357,357,357,357,357,357,357,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2019,544,544,544,544,544,544,544,544,544,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2020,411,411,411,411,411,411,411,411,411,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2021,488,488,488,488,488,488,488,488,488,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2022,365,365,365,365,365,365,365,365,365,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2023,195,195,195,195,195,195,195,195,195,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
2024,256,256,256,256,256,256,256,256,256,0d6fd22f8b0c286fdab459a43fa3bd67d91aa072
