winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1996,January,5,5,5,5,5,5,5,5,5,00a64878284719a05f0e26c6b68433fb23bf9584
1996,March,5,5,5,5,5,5,5,5,5,00a64878284719a05f0e26c6b68433fb23bf9584
1996,October,1,1,1,1,1,1,1,1,1,00a64878284719a05f0e26c6b68433fb23bf9584
1996,December,1,1,1,1,1,1,1,1,1,00a64878284719a05f0e26c6b68433fb23bf9584
1996,NA,6,6,6,6,6,6,6,6,6,00a64878284719a05f0e26c6b68433fb23bf9584
1997,March,2,2,2,2,2,2,2,2,2,00a64878284719a05f0e26c6b68433fb23bf9584
1997,October,4,4,4,4,4,4,4,4,4,00a64878284719a05f0e26c6b68433fb23bf9584
1997,November,1,1,1,1,1,1,1,1,1,00a64878284719a05f0e26c6b68433fb23bf9584
1997,December,6,6,6,6,6,6,6,6,6,00a64878284719a05f0e26c6b68433fb23bf9584
1997,NA,4,4,4,4,4,4,4,4,4,00a64878284719a05f0e26c6b68433fb23bf9584
1998,January,5,5,5,5,5,5,5,5,5,00a64878284719a05f0e26c6b68433fb23bf9584
1998,March,4,4,4,4,4,4,4,4,4,00a64878284719a05f0e26c6b68433fb23bf9584
1998,October,20,20,20,20,20,20,20,20,20,00a64878284719a05f0e26c6b68433fb23bf9584
1998,November,21,21,21,21,21,21,21,21,21,00a64878284719a05f0e26c6b68433fb23bf9584
1998,December,11,11,11,11,11,11,11,11,11,00a64878284719a05f0e26c6b68433fb23bf9584
1998,NA,9,9,9,9,9,9,9,9,9,00a64878284719a05f0e26c6b68433fb23bf9584
1999,January,8,8,8,8,8,8,8,8,8,00a64878284719a05f0e26c6b68433fb23bf9584
1999,March,6,6,6,6,6,6,6,6,6,00a64878284719a05f0e26c6b68433fb23bf9584
1999,October,4,4,4,4,4,4,4,4,4,00a64878284719a05f0e26c6b68433fb23bf9584
1999,November,4,4,4,4,4,4,4,4,4,00a64878284719a05f0e26c6b68433fb23bf9584
1999,December,6,6,6,6,6,6,6,6,6,00a64878284719a05f0e26c6b68433fb23bf9584
1999,NA,4,4,4,4,4,4,4,4,4,00a64878284719a05f0e26c6b68433fb23bf9584
2000,January,7,7,7,7,7,7,7,7,7,00a64878284719a05f0e26c6b68433fb23bf9584
2000,March,10,10,10,10,10,10,10,10,10,00a64878284719a05f0e26c6b68433fb23bf9584
2000,October,20,20,20,20,20,20,20,20,20,00a64878284719a05f0e26c6b68433fb23bf9584
2000,November,16,16,16,16,16,16,16,16,16,00a64878284719a05f0e26c6b68433fb23bf9584
2000,December,21,21,21,21,21,21,21,21,21,00a64878284719a05f0e26c6b68433fb23bf9584
2000,NA,10,10,10,10,10,10,10,10,10,00a64878284719a05f0e26c6b68433fb23bf9584
2001,January,24,24,24,24,24,24,24,24,24,00a64878284719a05f0e26c6b68433fb23bf9584
2001,March,20,20,20,20,20,20,20,20,20,00a64878284719a05f0e26c6b68433fb23bf9584
2001,October,15,15,15,15,15,15,15,15,15,00a64878284719a05f0e26c6b68433fb23bf9584
2001,November,24,24,24,24,24,24,24,24,24,00a64878284719a05f0e26c6b68433fb23bf9584
2001,December,10,10,10,10,10,10,10,10,10,00a64878284719a05f0e26c6b68433fb23bf9584
2001,NA,19,19,19,19,19,19,19,19,19,00a64878284719a05f0e26c6b68433fb23bf9584
2002,January,12,12,12,12,12,12,12,12,12,00a64878284719a05f0e26c6b68433fb23bf9584
2002,March,6,6,6,6,6,6,6,6,6,00a64878284719a05f0e26c6b68433fb23bf9584
2002,October,19,19,19,19,19,19,19,19,19,00a64878284719a05f0e26c6b68433fb23bf9584
2002,November,31,31,31,31,31,31,31,31,31,00a64878284719a05f0e26c6b68433fb23bf9584
2002,December,13,13,13,13,13,13,13,13,13,00a64878284719a05f0e26c6b68433fb23bf9584
2002,NA,16,16,16,16,16,16,16,16,16,00a64878284719a05f0e26c6b68433fb23bf9584
2003,January,40,40,40,40,40,40,40,40,40,00a64878284719a05f0e26c6b68433fb23bf9584
