winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,380.5,155,183.6,267.4,318.8,429.4,508.4,742.8,1524,8b07c0997a32d4c1b3aac419cd5582064a0e5775
1993,457,166,283,359.8,410.3,508.8,612.6,920.6,1419,8b07c0997a32d4c1b3aac419cd5582064a0e5775
1994,439,131,231.9,321.8,368,507.2,568,733.2,952,8b07c0997a32d4c1b3aac419cd5582064a0e5775
1995,461,461,461,461,461,461,461,642.4,731,8b07c0997a32d4c1b3aac419cd5582064a0e5775
1996,341,273,273,285.8,311.3,420.9,541.8,901.2,1303,8b07c0997a32d4c1b3aac419cd5582064a0e5775
1997,509,509,509,509,509,509,509,509,1153,8b07c0997a32d4c1b3aac419cd5582064a0e5775
1998,318,318,318,318,318,318,318,318,318,8b07c0997a32d4c1b3aac419cd5582064a0e5775
1999,497,427,427,438.2,473,546,584.4,718.3,878,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2000,543,491,491,500,523.6,566.7,601.2,676.7,828,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2001,547.5,490,490,514.2,526.7,568,609,681.3,748,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2002,1050,999,999,1012,1032,1093,1119,1196,1348,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2003,879.5,834,834,839,854.6,906,945.2,1110,1365,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2004,660.5,635,636.9,642,650,672.4,707.2,814.4,930,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2005,598.5,554,557,567,579.7,610,635.6,701.1,748,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2006,529,509,512,518.8,524,538,546,558,596,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2007,757,682,684.9,703.8,722.3,813.7,875.8,1075,1332,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2008,414,398,398,403,409,420.4,436,458.1,491,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2009,462.5,443,443,448,453,469.4,491.6,544.4,619,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2010,502,497,497,497,500,505,512.4,529.2,647,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2011,330,309,309,309,309,369.2,483.4,771.3,1468,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2012,256,256,256,256,256,256,256,256,256,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2013,257,257,257,257,257,257,257,257,257,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2014,85,85,85,85,85,85,87.2,108.2,191,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2015,122,122,122,122,122,122,122,127.1,176,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2016,101,101,101,101,101,108,123,175.2,311,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2017,113,102,102,102,106.6,118.4,129.2,172.3,249,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2018,133,126,126,128,130,137,141.2,163,206,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2019,84,83,83,83,83,85,89,112.1,165,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2020,65,56,56,56.8,62,78.7,94,143.7,193,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2021,66.5,36,38.95,48,54.65,85.35,97.4,137.4,366,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2022,36,12,18,25,30.65,43.7,54.2,71.1,124,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2023,98,28,38,55,79.65,127.2,173,292.7,411,8b07c0997a32d4c1b3aac419cd5582064a0e5775
2024,122.5,99,99,105,110.6,135.7,166.4,208.1,360,8b07c0997a32d4c1b3aac419cd5582064a0e5775
