winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,6,6,6,6,6,6,6,8.05,11,98c86247624709999889a0f700d28a32f9af5511
1993,18,18,18,18,18,18,18,18,18,98c86247624709999889a0f700d28a32f9af5511
1994,7,7,7,7,7,7,7,7,7,98c86247624709999889a0f700d28a32f9af5511
1995,7,7,7,7,7,7,7,7,7,98c86247624709999889a0f700d28a32f9af5511
1996,7,7,7,7,7,7,7,7,7,98c86247624709999889a0f700d28a32f9af5511
1997,4,2,2,2,3,5.35,7,9.05,16,98c86247624709999889a0f700d28a32f9af5511
1998,5,5,5,5,5,5,5,5,5,98c86247624709999889a0f700d28a32f9af5511
1999,18,18,18,18,18,18,18,18,18,98c86247624709999889a0f700d28a32f9af5511
2000,8,8,8,8,8,8,8,8,8,98c86247624709999889a0f700d28a32f9af5511
2001,20,20,20,20,20,20,20,21.05,27,98c86247624709999889a0f700d28a32f9af5511
2002,13,13,13,13,13,13,14,16,19,98c86247624709999889a0f700d28a32f9af5511
2003,17,17,17,17,17,17,17,17,17,98c86247624709999889a0f700d28a32f9af5511
2004,9,9,9,9,9,9,10,14.1,21,98c86247624709999889a0f700d28a32f9af5511
2005,6,6,6,6,6,6,6,6,6,98c86247624709999889a0f700d28a32f9af5511
2006,14,14,14,14,14,14,14,14,14,98c86247624709999889a0f700d28a32f9af5511
2007,18,18,18,18,18,18,18,18,18,98c86247624709999889a0f700d28a32f9af5511
2008,61,61,61,61,61,61,61,64,67,98c86247624709999889a0f700d28a32f9af5511
2009,30,30,30,30,30,30,30.2,33,37,98c86247624709999889a0f700d28a32f9af5511
2010,25,25,25,25,25,25,26.2,30,31,98c86247624709999889a0f700d28a32f9af5511
2011,28,28,28,28,28,28,29,31.05,36,98c86247624709999889a0f700d28a32f9af5511
2012,52,52,52,52,52,52,53,56.05,62,98c86247624709999889a0f700d28a32f9af5511
2013,31,30,30,30,30,33,35,38,42,98c86247624709999889a0f700d28a32f9af5511
2014,36,36,36,36,36,36,36,36,36,98c86247624709999889a0f700d28a32f9af5511
2015,108,108,108,108,108,108,108,108,108,98c86247624709999889a0f700d28a32f9af5511
2016,48,48,48,48,48,48,48,48,48,98c86247624709999889a0f700d28a32f9af5511
2017,36,36,36,36,36,36,36,36.05,44,98c86247624709999889a0f700d28a32f9af5511
2018,30,30,30,30,30,30,30,30,30,98c86247624709999889a0f700d28a32f9af5511
2019,22,22,22,22,22,22,22,22,22,98c86247624709999889a0f700d28a32f9af5511
2020,23,23,23,23,23,23,23,23,23,98c86247624709999889a0f700d28a32f9af5511
2021,31,31,31,31,31,31,31,31,31,98c86247624709999889a0f700d28a32f9af5511
2022,23,23,23,23,23,23,23,23,23,98c86247624709999889a0f700d28a32f9af5511
2023,52,52,52,52,52,52,52,52,52,98c86247624709999889a0f700d28a32f9af5511
2024,39,39,39,39,39,39,39,39,39,98c86247624709999889a0f700d28a32f9af5511
