winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1998,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
1999,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2000,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2001,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2002,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2003,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2004,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2005,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2006,8,8,8,8,8,8,8,8,8,8ffde3ab05b9f298845eea494635190a8142bdc1
2007,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2008,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2009,1,1,1,1,1,1,1,1,2,8ffde3ab05b9f298845eea494635190a8142bdc1
2010,1,1,1,1,1,1,1,1,1,8ffde3ab05b9f298845eea494635190a8142bdc1
2011,0,0,0,0,0,0,0,0,0,8ffde3ab05b9f298845eea494635190a8142bdc1
2012,6,6,6,6,6,6,6,6,6,8ffde3ab05b9f298845eea494635190a8142bdc1
2013,1,1,1,1,1,1,2,4,5,8ffde3ab05b9f298845eea494635190a8142bdc1
2014,1,1,1,1,1,1,1.2,3,6,8ffde3ab05b9f298845eea494635190a8142bdc1
2015,7,7,7,7,7,7,7,7,7,8ffde3ab05b9f298845eea494635190a8142bdc1
2016,5,5,5,5,5,5,5,5,5,8ffde3ab05b9f298845eea494635190a8142bdc1
2017,2,2,2,2,2,2,2,2,2,8ffde3ab05b9f298845eea494635190a8142bdc1
2018,49,49,49,49,49,49,49,49,49,8ffde3ab05b9f298845eea494635190a8142bdc1
2019,11,11,11,11,11,11,11,11,11,8ffde3ab05b9f298845eea494635190a8142bdc1
2020,8,8,8,8,8,8,8,8,8,8ffde3ab05b9f298845eea494635190a8142bdc1
2021,16,16,16,16,16,16,16,16,16,8ffde3ab05b9f298845eea494635190a8142bdc1
2022,5,5,5,5,5,5,5,5,5,8ffde3ab05b9f298845eea494635190a8142bdc1
2023,24,24,24,24,24,24,24,24,24,8ffde3ab05b9f298845eea494635190a8142bdc1
2024,30,30,30,30,30,30,30,30,30,8ffde3ab05b9f298845eea494635190a8142bdc1
