winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,20910,16160,16980,18720,20200,21520,22910,25710,30080,be140ac9a0e569e78e4c5a538ef2c48d07866b55
1993,19290,15180,16820,17780,18310,19910,20950,22370,26980,be140ac9a0e569e78e4c5a538ef2c48d07866b55
1994,18770,15020,16600,17410,18080,19630,20520,21850,23340,be140ac9a0e569e78e4c5a538ef2c48d07866b55
1995,17090,14560,15460,15980,16550,17470,17990,19060,21120,be140ac9a0e569e78e4c5a538ef2c48d07866b55
1996,17630,15010,15720,16660,17130,18170,18580,19690,21830,be140ac9a0e569e78e4c5a538ef2c48d07866b55
1997,26130,23460,24230,24970,25710,26670,27390,28970,30280,be140ac9a0e569e78e4c5a538ef2c48d07866b55
1998,15750,13640,14230,14830,15290,16270,16870,17790,19680,be140ac9a0e569e78e4c5a538ef2c48d07866b55
1999,19800,17310,17660,18820,19310,20290,20790,22600,23690,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2000,18100,16710,17130,17720,17950,18400,18770,19900,20690,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2001,18430,16460,16760,17700,17940,18970,19480,20520,22230,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2002,25190,21310,22230,23350,24440,25990,28030,30340,33970,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2003,30260,25160,26530,28340,29390,31140,32910,34750,38010,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2004,20860,18070,19160,19860,20310,21390,21990,22960,24830,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2005,20370,18020,19050,19570,20070,20650,21140,21900,22850,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2006,24030,21830,22570,23200,23690,24620,25570,26480,29020,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2007,17290,16020,16400,16770,17070,17540,18050,19360,20720,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2008,19890,18820,19150,19480,19700,20230,20600,21270,23280,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2009,23180,21060,21530,22160,22690,23670,24350,25600,26380,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2010,23610,21530,21890,22670,23280,24190,24820,25860,28480,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2011,22210,20150,20730,21360,21690,22490,22920,23770,28340,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2012,17610,16350,16530,17120,17340,17900,18430,18790,20070,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2013,19810,18080,18470,19220,19570,20160,20560,21630,22700,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2014,17760,16500,17030,17350,17570,17960,18250,18740,19480,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2015,15790,14810,15120,15440,15650,15950,16240,16970,17730,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2016,16210,15260,15500,15750,15960,16430,16690,17080,17240,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2017,16730,15930,16060,16360,16510,16960,17170,17510,18970,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2018,14930,14240,14420,14680,14800,15130,15290,15780,16220,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2019,15720,15000,15140,15460,15590,15840,16000,16450,17100,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2020,11430,10640,10870,11130,11210,11560,11710,12210,13210,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2021,14890,14170,14330,14490,14680,15010,15280,15810,16250,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2022,12030,11080,11390,11660,11830,12190,12370,12720,14070,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2023,14760,12780,13280,13740,14440,15000,15570,16400,17350,be140ac9a0e569e78e4c5a538ef2c48d07866b55
2024,11910,10840,11240,11440,11650,12080,12310,12780,13670,be140ac9a0e569e78e4c5a538ef2c48d07866b55
