analysis,centre_start,centre_end,duration,estimate,se,lcl,ucl
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,1993,1,0.1656,0.04745,0.07264,0.2586
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,1994,1,0.3169,0.0539,0.2113,0.4225
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,1995,1,0.4807,0.05506,0.3728,0.5886
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,1996,1,0.6026,0.05679,0.4913,0.7139
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,1997,1,0.4671,0.05398,0.3613,0.5729
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,1998,1,0.4539,0.05383,0.3484,0.5594
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,1999,1,0.6836,0.05471,0.5764,0.7909
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2000,1,0.688,0.0542,0.5818,0.7942
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2001,1,0.8318,0.05468,0.7246,0.9389
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2002,1,0.9056,0.05442,0.799,1.012
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2003,1,0.9726,0.05581,0.8632,1.082
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2004,1,0.7875,0.05367,0.6823,0.8927
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2005,1,0.7612,0.05399,0.6554,0.867
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2006,1,0.7759,0.05386,0.6704,0.8815
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2007,1,0.7268,0.05448,0.62,0.8336
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2008,1,0.6283,0.05418,0.5221,0.7345
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2009,1,0.5482,0.05435,0.4417,0.6548
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2010,1,0.4932,0.05437,0.3866,0.5997
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2011,1,0.4353,0.05413,0.3293,0.5414
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2012,1,0.3923,0.05394,0.2866,0.4981
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2013,1,0.3698,0.0538,0.2644,0.4753
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2014,1,0.3952,0.05448,0.2884,0.502
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2015,1,0.3954,0.05445,0.2886,0.5021
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2016,1,0.3383,0.05412,0.2322,0.4443
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2017,1,0.2848,0.0543,0.1783,0.3912
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2018,1,0.312,0.05463,0.2049,0.419
0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,1992,2019,1,0.209,0.054,0.1032,0.3149
