winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,1268,749,847.6,987.8,1090,1433,1624,1965,2716,8120d790562d4db4307f43637f27488bb2001a9b
1993,739,477,508.6,583,669.2,799.8,907.2,1220,1747,8120d790562d4db4307f43637f27488bb2001a9b
1994,981.5,675,777.9,848.6,916,1092,1173,1360,1840,8120d790562d4db4307f43637f27488bb2001a9b
1995,631,631,631,631,631,634,639.2,649,707,8120d790562d4db4307f43637f27488bb2001a9b
1996,923.5,663,716.9,792.8,845,977.7,1097,1339,2022,8120d790562d4db4307f43637f27488bb2001a9b
1997,1003,1003,1003,1003,1003,1003,1011,1057,1489,8120d790562d4db4307f43637f27488bb2001a9b
1998,679,679,679,679,679,684,690.2,715.2,1041,8120d790562d4db4307f43637f27488bb2001a9b
1999,1234,1074,1094,1130,1175,1308,1431,1699,1845,8120d790562d4db4307f43637f27488bb2001a9b
2000,1468,960,1034,1207,1330,1657,1831,2169,2460,8120d790562d4db4307f43637f27488bb2001a9b
2001,1692,1142,1211,1393,1584,1890,2062,2434,2984,8120d790562d4db4307f43637f27488bb2001a9b
2002,2473,1529,1707,2013,2220,2715,3077,3576,3875,8120d790562d4db4307f43637f27488bb2001a9b
2003,2498,1695,1801,2180,2362,2818,3207,4034,6107,8120d790562d4db4307f43637f27488bb2001a9b
2004,1567,957,1099,1296,1461,1726,2000,2450,3417,8120d790562d4db4307f43637f27488bb2001a9b
2005,1392,938,1030,1176,1284,1518,1630,1930,2591,8120d790562d4db4307f43637f27488bb2001a9b
2006,1832,1512,1553,1707,1782,1962,2061,2460,2900,8120d790562d4db4307f43637f27488bb2001a9b
2007,932,668,701.8,822.4,858.2,1011,1202,1482,2323,8120d790562d4db4307f43637f27488bb2001a9b
2008,1152,819,889.8,1008,1066,1243,1332,1613,1874,8120d790562d4db4307f43637f27488bb2001a9b
2009,2017,1744,1785,1855,1956,2075,2167,2404,2944,8120d790562d4db4307f43637f27488bb2001a9b
2010,2762,2556,2621,2672,2711,2832,2889,3084,3256,8120d790562d4db4307f43637f27488bb2001a9b
2011,2009,1626,1715,1811,1909,2093,2247,2468,3000,8120d790562d4db4307f43637f27488bb2001a9b
2012,1822,1822,1822,1822,1822,1822,1822,1822,1822,8120d790562d4db4307f43637f27488bb2001a9b
2013,2655,2655,2655,2655,2655,2655,2655,2655,2655,8120d790562d4db4307f43637f27488bb2001a9b
2014,1362,1362,1362,1362,1362,1362,1362,1589,2007,8120d790562d4db4307f43637f27488bb2001a9b
2015,2158,2158,2158,2158,2158,2158,2158,2163,2330,8120d790562d4db4307f43637f27488bb2001a9b
2016,1475,1475,1475,1475,1475,1475,1475,1655,2077,8120d790562d4db4307f43637f27488bb2001a9b
2017,1835,1768,1774,1798,1819,1861,1891,2050,2175,8120d790562d4db4307f43637f27488bb2001a9b
2018,1308,1128,1151,1185,1238,1351,1423,1592,1751,8120d790562d4db4307f43637f27488bb2001a9b
2019,1658,1596,1602,1620,1634,1675,1710,1769,1819,8120d790562d4db4307f43637f27488bb2001a9b
2020,999.5,806,837.9,881.8,943.6,1110,1217,1652,2050,8120d790562d4db4307f43637f27488bb2001a9b
2021,1586,1385,1431,1486,1535,1642,1694,1796,2248,8120d790562d4db4307f43637f27488bb2001a9b
2022,1070,962,981.8,1023,1050,1104,1162,1286,1504,8120d790562d4db4307f43637f27488bb2001a9b
2023,1082,644,749.6,839.8,938.3,1190,1328,1619,2115,8120d790562d4db4307f43637f27488bb2001a9b
2024,1607,1461,1496,1538,1584,1645,1702,1796,1890,8120d790562d4db4307f43637f27488bb2001a9b
