winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,24950,24220,24500,24640,24780,25130,25460,29580,42680,93a8a5691bcde02de3cc0a90d9b01d585dd91733
1993,30960,29930,30310,30540,30720,31300,31610,32460,34620,93a8a5691bcde02de3cc0a90d9b01d585dd91733
1994,59070,57630,57890,58450,58810,59620,60030,60650,62110,93a8a5691bcde02de3cc0a90d9b01d585dd91733
1995,65040,63220,63450,64180,64740,65730,66280,67260,70190,93a8a5691bcde02de3cc0a90d9b01d585dd91733
1996,61620,58230,59110,60090,60940,62280,64280,66020,69170,93a8a5691bcde02de3cc0a90d9b01d585dd91733
1997,107500,103100,104300,105500,106700,108300,110200,112100,115100,93a8a5691bcde02de3cc0a90d9b01d585dd91733
1998,48270,46130,46540,47150,47550,48880,49810,50700,51870,93a8a5691bcde02de3cc0a90d9b01d585dd91733
1999,66520,63320,64340,65160,65640,67220,68070,69970,74140,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2000,76570,73700,74910,75510,76080,77320,78150,79610,80690,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2001,68970,65150,66370,67540,68200,69680,71280,75630,80840,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2002,85990,80780,81480,83200,84570,89480,97430,108600,146500,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2003,151100,145000,147000,148800,149900,152000,153800,156400,163600,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2004,78080,75800,76250,77220,77580,78550,79250,81020,83580,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2005,55600,53770,54280,54870,55260,55900,56650,57900,61870,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2006,76660,75510,75820,76090,76350,77120,77480,78220,80840,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2007,59490,58400,58720,59030,59320,59800,60230,60740,61610,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2008,59530,58510,58870,59140,59310,59870,60020,60870,61480,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2009,51000,49740,50160,50510,50750,51620,54350,65130,98690,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2010,103300,100400,101000,101800,102600,104200,105500,108700,110700,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2011,73640,72970,73080,73350,73550,73820,74160,80740,95670,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2012,40780,39830,40050,40390,40590,40940,41190,41580,42790,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2013,69210,68090,68230,68700,68940,69480,69890,73560,89600,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2014,44880,43420,43730,44270,44570,45310,46120,47920,49820,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2015,50950,50330,50390,50680,50790,51170,51460,53580,73450,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2016,57910,56620,56900,57330,57570,58260,58940,60060,61320,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2017,41350,40930,41070,41190,41290,41410,41610,41870,42490,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2018,73000,72810,72850,72900,72960,73070,73140,73250,73660,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2019,29690,29460,29510,29600,29640,29830,29970,30350,30760,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2020,31110,30680,30740,30870,31000,31230,31500,31990,32760,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2021,68680,67870,68000,68200,68460,68870,69160,69610,71450,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2022,44340,43840,44000,44100,44260,44500,44740,45090,46560,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2023,40660,40430,40460,40550,40600,40720,40840,41070,41630,93a8a5691bcde02de3cc0a90d9b01d585dd91733
2024,47370,47200,47240,47290,47340,47450,47580,47740,48270,93a8a5691bcde02de3cc0a90d9b01d585dd91733
