winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,189.5,161,161,164,175,206,227.2,382,777,c178ad6963108bf450adefecfac37859e4eabb0e
1993,327,308,308,315.6,319.6,338,363,449.5,531,c178ad6963108bf450adefecfac37859e4eabb0e
1994,297,297,297,297,297,297,297,297,297,c178ad6963108bf450adefecfac37859e4eabb0e
1995,639,639,639,639,639,644,666,722.2,871,c178ad6963108bf450adefecfac37859e4eabb0e
1996,212,183,183,183,197.6,236.5,288.2,393.2,760,c178ad6963108bf450adefecfac37859e4eabb0e
1997,189.5,132,132,144.8,163.6,226.7,278.2,385.8,648,c178ad6963108bf450adefecfac37859e4eabb0e
1998,247.5,181,181,201.8,223.2,277,316,467.2,910,c178ad6963108bf450adefecfac37859e4eabb0e
1999,272,272,272,272,272,280.4,303.6,410.8,527,c178ad6963108bf450adefecfac37859e4eabb0e
2000,628,628,628,628,628,628,628,628,677,c178ad6963108bf450adefecfac37859e4eabb0e
2001,744,744,744,744,744,744,744,744,744,c178ad6963108bf450adefecfac37859e4eabb0e
2002,270,270,270,270,270,270,270,270,270,c178ad6963108bf450adefecfac37859e4eabb0e
2003,353.5,330,330,338.8,346.6,364.4,379.4,418.2,619,c178ad6963108bf450adefecfac37859e4eabb0e
2004,484,484,484,484,484,484,484,484,484,c178ad6963108bf450adefecfac37859e4eabb0e
2005,588,588,588,588,588,588,588,588,588,c178ad6963108bf450adefecfac37859e4eabb0e
2006,446,446,446,446,446,446,446,446,446,c178ad6963108bf450adefecfac37859e4eabb0e
2007,394,394,394,394,394,394,394,394,394,c178ad6963108bf450adefecfac37859e4eabb0e
2008,573,573,573,573,573,573,573,573,573,c178ad6963108bf450adefecfac37859e4eabb0e
2009,261,261,261,261,261,261,261,261,261,c178ad6963108bf450adefecfac37859e4eabb0e
2010,280,280,280,280,280,280,280,280,280,c178ad6963108bf450adefecfac37859e4eabb0e
2011,219,219,219,219,219,219,219,219,225,c178ad6963108bf450adefecfac37859e4eabb0e
2012,338,338,338,338,338,338,338,338,338,c178ad6963108bf450adefecfac37859e4eabb0e
2013,441,441,441,441,441,441,441,441,441,c178ad6963108bf450adefecfac37859e4eabb0e
2014,388,388,388,388,388,388,388,388,388,c178ad6963108bf450adefecfac37859e4eabb0e
2015,538,538,538,538,538,538,538,538,538,c178ad6963108bf450adefecfac37859e4eabb0e
2016,374,374,374,374,374,374,374,374,374,c178ad6963108bf450adefecfac37859e4eabb0e
2017,760,760,760,760,760,760,760,760,760,c178ad6963108bf450adefecfac37859e4eabb0e
2018,368,368,368,368,368,368,368,368,368,c178ad6963108bf450adefecfac37859e4eabb0e
2019,397,397,397,397,397,397,397,397,397,c178ad6963108bf450adefecfac37859e4eabb0e
2020,551,551,551,551,551,551,551,551,551,c178ad6963108bf450adefecfac37859e4eabb0e
2021,467,467,467,467,467,467,467,552.1,895,c178ad6963108bf450adefecfac37859e4eabb0e
2022,689,543,543,579.8,614.4,850.2,1022,1395,2053,c178ad6963108bf450adefecfac37859e4eabb0e
2023,759,612,612,615.2,669.2,815.4,1031,1280,2402,c178ad6963108bf450adefecfac37859e4eabb0e
2024,659,659,659,659,659,659,659,659,659,c178ad6963108bf450adefecfac37859e4eabb0e
