analysis,winter,estimate,se,lcl,ucl
3910df3cc7b378c470bd623822cd2833745ddefc,2000,-2.192,1.033,-4.216,-0.1674
3910df3cc7b378c470bd623822cd2833745ddefc,2001,-2.124,0.8644,-3.818,-0.4302
3910df3cc7b378c470bd623822cd2833745ddefc,2002,-1.905,0.6905,-3.258,-0.5513
3910df3cc7b378c470bd623822cd2833745ddefc,2003,-1.988,0.7425,-3.443,-0.5326
3910df3cc7b378c470bd623822cd2833745ddefc,2004,-1.908,0.7315,-3.342,-0.4742
3910df3cc7b378c470bd623822cd2833745ddefc,2005,-1.661,0.6287,-2.893,-0.4285
3910df3cc7b378c470bd623822cd2833745ddefc,2006,-1.194,0.5042,-2.183,-0.2061
3910df3cc7b378c470bd623822cd2833745ddefc,2007,-1.396,0.5843,-2.542,-0.2511
3910df3cc7b378c470bd623822cd2833745ddefc,2008,-1.333,0.6007,-2.511,-0.1562
3910df3cc7b378c470bd623822cd2833745ddefc,2009,-1.005,0.4792,-1.944,-0.06609
3910df3cc7b378c470bd623822cd2833745ddefc,2010,-0.9187,0.5209,-1.94,0.1023
3910df3cc7b378c470bd623822cd2833745ddefc,2011,-0.4621,0.4435,-1.331,0.407
3910df3cc7b378c470bd623822cd2833745ddefc,2012,-0.469,0.4512,-1.353,0.4153
3910df3cc7b378c470bd623822cd2833745ddefc,2013,-0.5262,0.5227,-1.551,0.4983
3910df3cc7b378c470bd623822cd2833745ddefc,2014,-0.1759,0.4379,-1.034,0.6824
3910df3cc7b378c470bd623822cd2833745ddefc,2015,-0.3036,0.4783,-1.241,0.6339
3910df3cc7b378c470bd623822cd2833745ddefc,2016,-0.08564,0.4477,-0.9632,0.7919
3910df3cc7b378c470bd623822cd2833745ddefc,2017,-0.2166,0.4809,-1.159,0.726
3910df3cc7b378c470bd623822cd2833745ddefc,2018,-0.1695,0.4947,-1.139,0.8002
3910df3cc7b378c470bd623822cd2833745ddefc,2019,0.2359,0.4225,-0.5922,1.064
3910df3cc7b378c470bd623822cd2833745ddefc,2020,-0.03846,0.4295,-0.8802,0.8033
3910df3cc7b378c470bd623822cd2833745ddefc,2021,-0.2432,0.5523,-1.326,0.8393
3910df3cc7b378c470bd623822cd2833745ddefc,2022,-0.3001,0.6971,-1.666,1.066
3910df3cc7b378c470bd623822cd2833745ddefc,2023,0.06075,0.5745,-1.065,1.187
3910df3cc7b378c470bd623822cd2833745ddefc,2024,0.7283,0.4997,-0.2512,1.708
b06937f7713f596bd472f4dab2af6036b4c1d346,2000,-2.348,0.7316,-3.782,-0.9145
b06937f7713f596bd472f4dab2af6036b4c1d346,2001,-2.196,0.6452,-3.461,-0.9316
b06937f7713f596bd472f4dab2af6036b4c1d346,2002,-2.044,0.5694,-3.16,-0.928
