winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1995,638,638,638,638,638,638,638,638,638,f550e46c868adf43eba015dcca26fe7073302507
1996,400,400,400,400,400,400,440.2,1229,10620,f550e46c868adf43eba015dcca26fe7073302507
1997,1253,1253,1253,1253,1253,1310,1511,1936,3194,f550e46c868adf43eba015dcca26fe7073302507
1998,525.5,486,486,486,486,614.8,787.2,1538,2704,f550e46c868adf43eba015dcca26fe7073302507
1999,2100,2100,2100,2100,2100,2136,2374,3405,5973,f550e46c868adf43eba015dcca26fe7073302507
2000,176.5,100,100,100,100,289,469.2,952.8,2941,f550e46c868adf43eba015dcca26fe7073302507
2001,496,430,430,430,454,531.9,709.4,981.5,1799,f550e46c868adf43eba015dcca26fe7073302507
2002,319.5,126,126,145,201.6,406.8,516,776.4,1225,f550e46c868adf43eba015dcca26fe7073302507
2003,397,345,345,345,362.6,462.4,549,895.1,1227,f550e46c868adf43eba015dcca26fe7073302507
2004,709.5,677,677,677,683.3,749.7,844.2,1271,2003,f550e46c868adf43eba015dcca26fe7073302507
2005,536,536,536,536,536,551.1,609.2,1076,1671,f550e46c868adf43eba015dcca26fe7073302507
2006,810.5,646,646,651.4,696.9,931.3,1160,1602,2115,f550e46c868adf43eba015dcca26fe7073302507
2007,1032,856,856,856,914.8,1143,1381,1947,2248,f550e46c868adf43eba015dcca26fe7073302507
2008,629,629,629,629,629,629,681,913.4,1097,f550e46c868adf43eba015dcca26fe7073302507
2009,772,647,647,647,666,847.4,1014,1434,1864,f550e46c868adf43eba015dcca26fe7073302507
2010,357.5,250,250,262,295.2,459.8,573.6,811.3,1225,f550e46c868adf43eba015dcca26fe7073302507
2011,567,397,397,421.4,473.2,677.2,763.2,1075,1967,f550e46c868adf43eba015dcca26fe7073302507
2012,627,573,573,573,576.9,687,833,1343,1827,f550e46c868adf43eba015dcca26fe7073302507
2013,283,283,283,283,283,327,398.6,647.6,1381,f550e46c868adf43eba015dcca26fe7073302507
2014,566,566,566,566,566,575,631.4,799,1054,f550e46c868adf43eba015dcca26fe7073302507
2015,580,569,569,569,569,600.4,633,753.6,1067,f550e46c868adf43eba015dcca26fe7073302507
2016,509.5,488,488,488,492.6,535.4,574.8,730.8,1219,f550e46c868adf43eba015dcca26fe7073302507
2017,348,321,321,321,326.6,375.4,395.8,486.9,702,f550e46c868adf43eba015dcca26fe7073302507
2018,186.5,151,151,151.8,168.6,218.4,261.6,306.6,507,f550e46c868adf43eba015dcca26fe7073302507
2019,261,261,261,261,261,261,261,261,261,f550e46c868adf43eba015dcca26fe7073302507
2020,182,182,182,182,182,182,182,182,182,f550e46c868adf43eba015dcca26fe7073302507
2021,136,136,136,136,136,136,136,136,144,f550e46c868adf43eba015dcca26fe7073302507
2022,217,128,128,129,156,284.7,362.6,733,1276,f550e46c868adf43eba015dcca26fe7073302507
2023,776,776,776,776,776,776,776,776,1150,f550e46c868adf43eba015dcca26fe7073302507
2024,480,480,480,480,480,480,480,480,480,f550e46c868adf43eba015dcca26fe7073302507
