winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,18,18,18,18,18,18,19.2,30,48,7f3763fdae8e6a890f24a84c0edfe74665f37923
1993,47,47,47,47,47,47,48,49.05,50,7f3763fdae8e6a890f24a84c0edfe74665f37923
1994,54,54,54,54,54,54,54,54,54,7f3763fdae8e6a890f24a84c0edfe74665f37923
1995,66,66,66,66,66,66,66,66,66,7f3763fdae8e6a890f24a84c0edfe74665f37923
1996,101,101,101,101,101,101,101,101,101,7f3763fdae8e6a890f24a84c0edfe74665f37923
1997,43,43,43,43,43,43,43,43,43,7f3763fdae8e6a890f24a84c0edfe74665f37923
1998,96,96,96,96,96,96,96,99.05,101,7f3763fdae8e6a890f24a84c0edfe74665f37923
1999,182,182,182,182,182,182,183,184,186,7f3763fdae8e6a890f24a84c0edfe74665f37923
2000,116,116,116,116,116,116,117,119,121,7f3763fdae8e6a890f24a84c0edfe74665f37923
2001,72,72,72,72,72,72,72,74,78,7f3763fdae8e6a890f24a84c0edfe74665f37923
2002,117,117,117,117,117,117,117,119,121,7f3763fdae8e6a890f24a84c0edfe74665f37923
2003,41,41,41,41,41,41,41,43,52,7f3763fdae8e6a890f24a84c0edfe74665f37923
2004,21,21,21,21,21,21,21,21,22,7f3763fdae8e6a890f24a84c0edfe74665f37923
2005,43,43,43,43,43,43,43,43,43,7f3763fdae8e6a890f24a84c0edfe74665f37923
2006,61,61,61,61,61,61,61,61,61,7f3763fdae8e6a890f24a84c0edfe74665f37923
2007,63,63,63,63,63,63,63,63,63,7f3763fdae8e6a890f24a84c0edfe74665f37923
2008,51,51,51,51,51,51,51,51,51,7f3763fdae8e6a890f24a84c0edfe74665f37923
2009,48,48,48,48,48,48,48,48,48,7f3763fdae8e6a890f24a84c0edfe74665f37923
2010,25,25,25,25,25,25,25,25,25,7f3763fdae8e6a890f24a84c0edfe74665f37923
2011,38,38,38,38,38,38,38,38,38,7f3763fdae8e6a890f24a84c0edfe74665f37923
2012,18,18,18,18,18,18,18,18,18,7f3763fdae8e6a890f24a84c0edfe74665f37923
2013,32,32,32,32,32,32,32,32,32,7f3763fdae8e6a890f24a84c0edfe74665f37923
2014,4,4,4,4,4,4,4,4,4,7f3763fdae8e6a890f24a84c0edfe74665f37923
2015,15,14,14,14,14,15.35,16,18,21,7f3763fdae8e6a890f24a84c0edfe74665f37923
2016,9,9,9,9,9,9,9,9,9,7f3763fdae8e6a890f24a84c0edfe74665f37923
2017,32,32,32,32,32,32,32,32,32,7f3763fdae8e6a890f24a84c0edfe74665f37923
2018,5,5,5,5,5,5,5,5,5,7f3763fdae8e6a890f24a84c0edfe74665f37923
2019,7,7,7,7,7,7,7,7,7,7f3763fdae8e6a890f24a84c0edfe74665f37923
2020,7,7,7,7,7,8,15,28.15,50,7f3763fdae8e6a890f24a84c0edfe74665f37923
2021,8,8,8,8,8,11,14.4,25.3,60,7f3763fdae8e6a890f24a84c0edfe74665f37923
2022,15,6,6,7.8,12,19,23,34.3,52,7f3763fdae8e6a890f24a84c0edfe74665f37923
2023,10,5,5,5,5,15,19,29.05,77,7f3763fdae8e6a890f24a84c0edfe74665f37923
2024,17,17,17,17,17,17,17,17,17,7f3763fdae8e6a890f24a84c0edfe74665f37923
