winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,893,456,588.2,708.6,805.3,964,1148,1497,2035,b7697b2151fabb7e7bc2468d7009207af2a4c008
1993,1380,1155,1196,1273,1340,1431,1512,1745,2183,b7697b2151fabb7e7bc2468d7009207af2a4c008
1994,1558,1049,1184,1328,1443,1682,1854,2359,2935,b7697b2151fabb7e7bc2468d7009207af2a4c008
1995,3016,2581,2602,2738,2843,3159,3399,4060,4825,b7697b2151fabb7e7bc2468d7009207af2a4c008
1996,2637,1950,2140,2345,2442,2860,3085,3639,4160,b7697b2151fabb7e7bc2468d7009207af2a4c008
1997,1950,1899,1903,1914,1927,1965,2005,2150,2583,b7697b2151fabb7e7bc2468d7009207af2a4c008
1998,1793,1742,1745,1757,1773,1819,1858,1951,2169,b7697b2151fabb7e7bc2468d7009207af2a4c008
1999,2508,2405,2420,2439,2464,2558,2606,2814,2994,b7697b2151fabb7e7bc2468d7009207af2a4c008
2000,1752,1514,1546,1600,1663,1794,1995,2397,3102,b7697b2151fabb7e7bc2468d7009207af2a4c008
2001,3288,2987,3072,3147,3194,3379,3528,3821,4347,b7697b2151fabb7e7bc2468d7009207af2a4c008
2002,3229,3095,3108,3158,3194,3321,3389,3612,4201,b7697b2151fabb7e7bc2468d7009207af2a4c008
2003,4458,3939,4074,4172,4297,4589,4784,5125,6115,b7697b2151fabb7e7bc2468d7009207af2a4c008
2004,2328,2075,2148,2217,2261,2401,2539,2915,3543,b7697b2151fabb7e7bc2468d7009207af2a4c008
2005,3390,3275,3298,3310,3347,3437,3501,3711,3828,b7697b2151fabb7e7bc2468d7009207af2a4c008
2006,3194,2893,2960,3050,3128,3288,3453,4214,4931,b7697b2151fabb7e7bc2468d7009207af2a4c008
2007,2413,2311,2328,2348,2386,2444,2513,3039,3388,b7697b2151fabb7e7bc2468d7009207af2a4c008
2008,2336,2232,2247,2267,2292,2380,2454,2735,3388,b7697b2151fabb7e7bc2468d7009207af2a4c008
2009,2046,1812,1848,1917,1982,2142,2297,2615,3728,b7697b2151fabb7e7bc2468d7009207af2a4c008
2010,2174,2028,2042,2102,2139,2210,2340,2537,3187,b7697b2151fabb7e7bc2468d7009207af2a4c008
2011,1474,1436,1441,1452,1461,1491,1510,1567,1675,b7697b2151fabb7e7bc2468d7009207af2a4c008
2012,1386,1350,1353,1366,1375,1402,1418,1492,1620,b7697b2151fabb7e7bc2468d7009207af2a4c008
2013,1336,1292,1298,1310,1328,1352,1374,1439,1544,b7697b2151fabb7e7bc2468d7009207af2a4c008
2014,990,948,951.9,963.2,972.6,1012,1033,1166,1349,b7697b2151fabb7e7bc2468d7009207af2a4c008
2015,1137,1108,1114,1122,1129,1146,1162,1194,1241,b7697b2151fabb7e7bc2468d7009207af2a4c008
2016,740.5,692,701.9,717,724,761.4,804,929.2,1412,b7697b2151fabb7e7bc2468d7009207af2a4c008
2017,650.5,566,572,597.6,623.6,699.7,784.6,918.9,1392,b7697b2151fabb7e7bc2468d7009207af2a4c008
2018,1167,1152,1152,1155,1159,1177,1187,1246,1318,b7697b2151fabb7e7bc2468d7009207af2a4c008
2019,713,695,696,699,703,727.7,776.6,945.3,1272,b7697b2151fabb7e7bc2468d7009207af2a4c008
2020,1071,973,990.9,1011,1036,1106,1176,1429,1522,b7697b2151fabb7e7bc2468d7009207af2a4c008
2021,1169,1135,1136,1150,1155,1193,1222,1330,1439,b7697b2151fabb7e7bc2468d7009207af2a4c008
2022,901,887,887,890,895,915,938.2,1092,1510,b7697b2151fabb7e7bc2468d7009207af2a4c008
2023,1000,902,902,902,909.6,1073,1187,1609,2746,b7697b2151fabb7e7bc2468d7009207af2a4c008
2024,2166,2067,2068,2088,2119,2248,2348,2841,3734,b7697b2151fabb7e7bc2468d7009207af2a4c008
