winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,20060,19010,19300,19650,19850,20480,20860,21790,23390,f7668351ade6703e0552dfc766d0632a5c3f28f3
2001,10060,9199,9447,9710,9898,10310,10730,11520,12530,f7668351ade6703e0552dfc766d0632a5c3f28f3
2002,9736,8294,9026,9252,9518,9939,10310,11020,12140,f7668351ade6703e0552dfc766d0632a5c3f28f3
2003,14800,13740,13980,14350,14520,14970,15360,15990,17190,f7668351ade6703e0552dfc766d0632a5c3f28f3
2004,10830,9781,10080,10390,10730,11030,11230,11900,12610,f7668351ade6703e0552dfc766d0632a5c3f28f3
2005,10530,9484,9873,10110,10290,10830,11220,11780,14140,f7668351ade6703e0552dfc766d0632a5c3f28f3
2006,22100,21600,21740,21900,21980,22220,22310,22510,23060,f7668351ade6703e0552dfc766d0632a5c3f28f3
2007,10720,10030,10380,10570,10640,10860,11010,11320,11850,f7668351ade6703e0552dfc766d0632a5c3f28f3
2008,10600,10140,10320,10430,10510,10650,10820,11170,11760,f7668351ade6703e0552dfc766d0632a5c3f28f3
2009,15340,14580,14850,15070,15190,15510,15750,16210,17410,f7668351ade6703e0552dfc766d0632a5c3f28f3
2010,9774,9123,9251,9466,9624,9913,10120,10610,11010,f7668351ade6703e0552dfc766d0632a5c3f28f3
2011,9744,9378,9463,9609,9698,9850,10050,10310,10450,f7668351ade6703e0552dfc766d0632a5c3f28f3
2012,15890,15340,15460,15650,15750,16050,16180,16470,17160,f7668351ade6703e0552dfc766d0632a5c3f28f3
2013,29000,28550,28660,28770,28900,29090,29240,29580,29990,f7668351ade6703e0552dfc766d0632a5c3f28f3
2014,8695,8184,8387,8506,8590,8775,8886,9181,9420,f7668351ade6703e0552dfc766d0632a5c3f28f3
2015,8740,8168,8275,8494,8625,8873,9047,9420,10040,f7668351ade6703e0552dfc766d0632a5c3f28f3
2016,9720,9158,9321,9441,9598,9809,10000,10430,10960,f7668351ade6703e0552dfc766d0632a5c3f28f3
2017,9055,8184,8508,8720,8904,9465,9826,10740,12100,f7668351ade6703e0552dfc766d0632a5c3f28f3
2018,10300,9725,9872,10110,10200,10440,10670,10950,11290,f7668351ade6703e0552dfc766d0632a5c3f28f3
2019,9194,8711,8820,8981,9047,9310,9495,9937,10510,f7668351ade6703e0552dfc766d0632a5c3f28f3
2020,12800,12430,12490,12610,12720,12930,13050,13240,13690,f7668351ade6703e0552dfc766d0632a5c3f28f3
2021,8916,8403,8477,8656,8802,9065,9253,9588,10440,f7668351ade6703e0552dfc766d0632a5c3f28f3
2022,9230,8822,8973,9107,9174,9289,9392,9569,9676,f7668351ade6703e0552dfc766d0632a5c3f28f3
2023,9524,9308,9372,9455,9478,9567,9626,9716,9971,f7668351ade6703e0552dfc766d0632a5c3f28f3
2024,6791,6553,6628,6691,6744,6837,6943,7023,7379,f7668351ade6703e0552dfc766d0632a5c3f28f3
