winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,March,13,13,13,13,13,13,13,13,13,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2001,March,7,7,7,7,7,7,7,7,7,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2002,January,1,1,1,1,1,1,1,1,1,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2002,March,3,3,3,3,3,3,3,3,3,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2003,January,1,1,1,1,1,1,1,1,1,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2004,January,2,2,2,2,2,2,2,2,2,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2004,December,8,8,8,8,8,8,8,8,8,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2007,January,2,2,2,2,2,2,2,2,2,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2008,March,19,19,19,19,19,19,19,19,19,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2009,March,5,5,5,5,5,5,5,5,5,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2010,March,3,3,3,3,3,3,3,3,3,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2010,October,2,2,2,2,2,2,2,2,2,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2011,March,7,7,7,7,7,7,7,7,7,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2012,March,6,6,6,6,6,6,6,6,6,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2013,October,3,3,3,3,3,3,3,3,3,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2014,March,6,6,6,6,6,6,6,6,6,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2015,March,36,36,36,36,36,36,36,36,36,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2016,March,28,28,28,28,28,28,28,28,28,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2016,November,2,2,2,2,2,2,2,2,2,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2016,December,1,1,1,1,1,1,1,1,1,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2017,March,50,50,50,50,50,50,50,50,50,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
2017,November,1,1,1,1,1,1,1,1,1,7136a8ba3df66bedfa76d0cb4f9c08c1f756bee3
