winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,0,0,0,0,0,0,0,0,0,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2001,1,1,1,1,1,1,1,1,1,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2002,3,3,3,3,3,3,3,3,3,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2003,7,7,7,7,7,7,7,7,7,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2004,38,38,38,38,38,38,38,38,38,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2005,2,2,2,2,2,2,2,2,2,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2006,5,5,5,5,5,5,5,5,5,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2007,37,37,37,37,37,37,37,37,37,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2008,34,34,34,34,34,34,34,34,34,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2009,0,0,0,0,0,0,0,0,0,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2010,2,2,2,2,2,2,2,2,2,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2011,11,11,11,11,11,11,11,11,11,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2012,2,2,2,2,2,2,2,2,2,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2013,21,21,21,21,21,21,21,21,21,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2014,39,39,39,39,39,39,41,52.35,84,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2015,22,22,22,22,22,22,22,22,22,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2016,18,18,18,18,18,18,18,18.1,27,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2017,30,30,30,30,30,30,30,30,30,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2018,38,38,38,38,38,38,38,38,38,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2019,25,25,25,25,25,25,25,25,25,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2020,31,31,31,31,31,31,31,31,31,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2021,18,18,18,18,18,18,18,18,18,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2022,75,75,75,75,75,75,75,75,75,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2023,40,40,40,40,40,40,40,40,40,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
2024,19,19,19,19,19,19,19,19,19,9a4cfd7dbf5051caf764d17bbd8fb5df5211a94c
