winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,2939,2530,2574,2695,2847,3132,3562,4242,5154,75e57519d979b628270c0243d80d4d3471fb5b04
1993,5407,5340,5340,5340,5355,5502,5748,6357,7436,75e57519d979b628270c0243d80d4d3471fb5b04
1994,4554,4387,4387,4415,4476,4641,4817,5328,6065,75e57519d979b628270c0243d80d4d3471fb5b04
1995,4173,4023,4023,4024,4047,4391,4660,5762,7016,75e57519d979b628270c0243d80d4d3471fb5b04
1996,6006,5672,5684,5786,5890,6149,6415,7387,16700,75e57519d979b628270c0243d80d4d3471fb5b04
1997,8216,8002,8002,8058,8145,8335,8507,9017,10230,75e57519d979b628270c0243d80d4d3471fb5b04
1998,6668,6015,6102,6241,6432,6857,7374,9036,13020,75e57519d979b628270c0243d80d4d3471fb5b04
1999,10000,9297,9463,9659,9807,10180,10540,11070,11510,75e57519d979b628270c0243d80d4d3471fb5b04
2000,10420,9626,9724,10040,10250,10690,10880,11750,13350,75e57519d979b628270c0243d80d4d3471fb5b04
2001,14610,13580,13800,14030,14300,14990,15430,16470,17740,75e57519d979b628270c0243d80d4d3471fb5b04
2002,16680,15630,16000,16290,16510,16940,17270,18000,18360,75e57519d979b628270c0243d80d4d3471fb5b04
2003,20130,18600,18930,19410,19690,20480,20880,21620,23620,75e57519d979b628270c0243d80d4d3471fb5b04
2004,23320,22670,22740,22970,23130,23540,23850,24680,26180,75e57519d979b628270c0243d80d4d3471fb5b04
2005,19640,18870,19050,19280,19420,19790,20220,21320,22030,75e57519d979b628270c0243d80d4d3471fb5b04
2006,17140,16020,16240,16710,16960,17320,17670,18320,18760,75e57519d979b628270c0243d80d4d3471fb5b04
2007,13270,12520,12780,13000,13160,13440,13640,14210,14780,75e57519d979b628270c0243d80d4d3471fb5b04
2008,15280,14720,14840,14920,15090,15410,15590,16050,16960,75e57519d979b628270c0243d80d4d3471fb5b04
2009,15400,15050,15130,15200,15290,15500,15610,15890,16390,75e57519d979b628270c0243d80d4d3471fb5b04
2010,16990,16600,16690,16820,16930,17110,17250,17730,18000,75e57519d979b628270c0243d80d4d3471fb5b04
2011,15130,13990,14280,14640,14820,15440,15790,16470,18740,75e57519d979b628270c0243d80d4d3471fb5b04
2012,16000,15030,15280,15540,15770,16350,16740,17660,20170,75e57519d979b628270c0243d80d4d3471fb5b04
2013,24490,23400,23720,24040,24180,24670,25100,26120,28420,75e57519d979b628270c0243d80d4d3471fb5b04
2014,20280,19700,19850,20080,20180,20450,20660,21230,21810,75e57519d979b628270c0243d80d4d3471fb5b04
2015,17390,16720,16850,17020,17180,17630,17930,18430,19050,75e57519d979b628270c0243d80d4d3471fb5b04
2016,18780,18140,18300,18460,18630,18890,19080,19450,21040,75e57519d979b628270c0243d80d4d3471fb5b04
2017,19150,18600,18760,18910,19030,19280,19560,20120,21180,75e57519d979b628270c0243d80d4d3471fb5b04
2018,18650,18140,18260,18400,18550,18810,19010,19580,20220,75e57519d979b628270c0243d80d4d3471fb5b04
2019,18730,18120,18310,18440,18570,18880,19180,19690,21200,75e57519d979b628270c0243d80d4d3471fb5b04
2020,20380,19840,20000,20140,20270,20620,20820,21600,21800,75e57519d979b628270c0243d80d4d3471fb5b04
2021,25060,24070,24290,24490,24810,25350,25940,27110,28100,75e57519d979b628270c0243d80d4d3471fb5b04
2022,21470,20780,20910,21150,21330,21640,21860,22540,23560,75e57519d979b628270c0243d80d4d3471fb5b04
2023,20890,20430,20580,20720,20790,21030,21170,21580,22220,75e57519d979b628270c0243d80d4d3471fb5b04
2024,26340,25460,25670,25910,26150,26610,27000,28110,29560,75e57519d979b628270c0243d80d4d3471fb5b04
