winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2003,0,0,0,0,0,0,0,0,0,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2004,0,0,0,0,0,0,0,0,0,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2005,2,2,2,2,2,2,2,2,2,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2006,1,1,1,1,1,1,1,1,1,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2007,4,4,4,4,4,4,4,4,4,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2008,2,2,2,2,2,2,2,2,2,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2009,1,1,1,1,1,1,1,1,1,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2010,5,5,5,5,5,5,6,7,9,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2011,3,3,3,3,3,3,3,3,9,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2012,8,8,8,8,8,8,8,8,8,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2013,1,1,1,1,1,1,1,3,9,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2014,2,2,2,2,2,2,3,4,6,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2015,4,3,3,3,3,4,4.2,6,7,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2016,3,2,2,2,2,3,3.2,4,6,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2017,2,2,2,2,2,3,3,5,8,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2018,2,2,2,2,2,3,3,4,5,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2019,3,3,3,3,3,4,4,5,7,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2020,1,1,1,1,1,1,1,1,1,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2021,1,1,1,1,1,1,1,1,1,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2022,2,2,2,2,2,2,2,2,2,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2023,2,2,2,2,2,2,2,2,7,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
2024,3,3,3,3,3,3,3,3,3,9148e9b59c8b19cc1b66b5cbc49aeca44d4a6a30
