winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,17,17,17,17,17,18,19,21.05,28,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2001,14,14,14,14,14,14,15,18,23,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2002,23,23,23,23,23,23,24,28,31,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2003,20,20,20,20,20,21,22,25,27,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2004,12,12,12,12,12,12,13,16,21,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2005,9,9,9,9,9,9,9,9.05,17,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2006,4,2,2,2,3,5,6,11.05,22,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2007,3,2,2,2,3,4,5,7,12,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2008,3,1,1,2,2,3,4,6,11,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2009,7,7,7,7,7,7,7,7,9,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2010,4,2,2,2,3,5,5.2,8,11,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2011,4,3,3,4,4,5,5,8,10,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2012,8,8,8,8,8,9,10,12,15,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2013,7,7,7,7,7,8,9,11,12,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2014,7,7,7,7,7,7,7,7,7,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2015,20,20,20,20,20,20,20,20,20,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2016,13,13,13,13,13,13,13,13,13,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2017,14,14,14,14,14,14,14,14,14,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2018,11,11,11,11,11,11,11,11,11,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2019,10,10,10,10,10,10,10,10,10,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2020,12,12,12,12,12,12,12,12,12,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2021,6,6,6,6,6,6,6,6,6,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2022,11,11,11,11,11,11,11,11,11,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2023,6,6,6,6,6,6,6,6,6,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
2024,10,10,10,10,10,10,10,10,10,e52cf76ad71c6bc3c71f014667e878fb09a3ac00
