winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,January,10,10,10,10,10,10,10,10,10,215caa83c93d38b52a49832488be37f5603f4048
2000,November,12,12,12,12,12,12,12,12,12,215caa83c93d38b52a49832488be37f5603f4048
2000,December,17,17,17,17,17,17,17,17,17,215caa83c93d38b52a49832488be37f5603f4048
2000,NA,16,16,16,16,16,16,16,16,16,215caa83c93d38b52a49832488be37f5603f4048
2001,January,6,6,6,6,6,6,6,6,6,215caa83c93d38b52a49832488be37f5603f4048
2001,October,1,1,1,1,1,1,1,1,1,215caa83c93d38b52a49832488be37f5603f4048
2001,November,14,14,14,14,14,14,14,14,14,215caa83c93d38b52a49832488be37f5603f4048
2001,December,2,2,2,2,2,2,2,2,2,215caa83c93d38b52a49832488be37f5603f4048
2002,January,23,23,23,23,23,23,23,23,23,215caa83c93d38b52a49832488be37f5603f4048
2002,October,12,12,12,12,12,12,12,12,12,215caa83c93d38b52a49832488be37f5603f4048
2002,November,2,2,2,2,2,2,2,2,2,215caa83c93d38b52a49832488be37f5603f4048
2002,December,14,14,14,14,14,14,14,14,14,215caa83c93d38b52a49832488be37f5603f4048
2002,NA,6,6,6,6,6,6,6,6,6,215caa83c93d38b52a49832488be37f5603f4048
2003,January,6,6,6,6,6,6,6,6,6,215caa83c93d38b52a49832488be37f5603f4048
2003,March,4,4,4,4,4,4,4,4,4,215caa83c93d38b52a49832488be37f5603f4048
2003,November,20,20,20,20,20,20,20,20,20,215caa83c93d38b52a49832488be37f5603f4048
2003,December,10,10,10,10,10,10,10,10,10,215caa83c93d38b52a49832488be37f5603f4048
2003,NA,8,8,8,8,8,8,8,8,8,215caa83c93d38b52a49832488be37f5603f4048
2004,March,8,8,8,8,8,8,8,8,8,215caa83c93d38b52a49832488be37f5603f4048
2004,November,1,1,1,1,1,1,1,1,1,215caa83c93d38b52a49832488be37f5603f4048
2004,December,12,12,12,12,12,12,12,12,12,215caa83c93d38b52a49832488be37f5603f4048
2004,NA,1,1,1,1,1,1,1,1,1,215caa83c93d38b52a49832488be37f5603f4048
2005,January,3,3,3,3,3,3,3,3,3,215caa83c93d38b52a49832488be37f5603f4048
2005,October,1,1,1,1,1,1,1,1,1,215caa83c93d38b52a49832488be37f5603f4048
2005,November,6,6,6,6,6,6,6,6,6,215caa83c93d38b52a49832488be37f5603f4048
2005,December,2,2,2,2,2,2,2,2,2,215caa83c93d38b52a49832488be37f5603f4048
2005,NA,9,9,9,9,9,9,9,9,9,215caa83c93d38b52a49832488be37f5603f4048
