winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,January,0,0,0,0,0,0,0,0,0,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2000,March,36,36,36,36,36,36,36,36,36,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2000,October,78,78,78,78,78,78,78,78,78,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2000,November,0,0,0,0,0,0,0,0,0,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2000,December,126,126,126,126,126,126,126,126,126,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2000,NA,0,0,0,0,0,0,0,0,0,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2001,January,95,95,95,95,95,95,95,95,95,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2001,March,5,5,5,5,5,5,5,5,5,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2001,October,0,0,0,0,0,0,0,0,0,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2001,November,216,216,216,216,216,216,216,216,216,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2001,December,1,1,1,1,1,1,1,1,1,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2001,NA,12,12,12,12,12,12,12,12,12,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2002,January,42,42,42,42,42,42,42,42,42,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2002,March,12,12,12,12,12,12,12,12,12,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2002,October,41,41,41,41,41,41,41,41,41,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2002,November,0,0,0,0,0,0,0,0,0,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2002,December,46,46,46,46,46,46,46,46,46,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2002,NA,12,12,12,12,12,12,12,12,12,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2003,January,52,52,52,52,52,52,52,52,52,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2003,March,0,0,0,0,0,0,0,0,0,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2003,October,152,152,152,152,152,152,152,152,152,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2003,November,15,15,15,15,15,15,15,15,15,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2003,December,32,32,32,32,32,32,32,32,32,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2003,NA,32,32,32,32,32,32,32,32,32,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2004,January,132,132,132,132,132,132,132,132,132,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2004,March,48,48,48,48,48,48,48,48,48,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2004,October,278,278,278,278,278,278,278,278,278,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2004,November,23,23,23,23,23,23,23,23,23,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2004,December,130,130,130,130,130,130,130,130,130,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2004,NA,67,67,67,67,67,67,67,67,67,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2005,January,0,0,0,0,0,0,0,0,0,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2005,March,74,74,74,74,74,74,74,74,74,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2005,October,110,110,110,110,110,110,110,110,110,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2005,November,195,195,195,195,195,195,195,195,195,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2005,December,6,6,6,6,6,6,6,6,6,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2005,NA,0,0,0,0,0,0,0,0,0,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2006,January,0,0,0,0,0,0,0,0,0,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2006,March,137,137,137,137,137,137,137,137,137,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2006,October,289,289,289,289,289,289,289,289,289,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2006,November,122,122,122,122,122,122,122,122,122,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2006,December,59,59,59,59,59,59,59,59,59,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2006,NA,71,71,71,71,71,71,71,71,71,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2007,January,14.5,0,0,0,0,120.4,277.4,843.4,1527,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2007,March,18.5,12,12,12,14,38,68.6,207.8,294,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2007,October,0,0,0,0,0,8.05,70.6,214.2,795,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2007,November,38.5,1,1,1,4.3,126.9,293.2,424.9,1069,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2007,December,32,0,0,0,0,86.45,206.2,804.2,2506,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2007,NA,43.5,0,0,0,2.65,163.2,337,782.2,1812,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2008,January,26.5,0,0,0,0,73.05,217,652.2,1709,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
2008,March,11.5,0,0,0,3,26.7,61.8,148.1,274,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520
