winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,315,315,315,315,315,320,328.2,378.7,557,5d6cfce627b91890d8b340e825dfb96db9d69468
2001,307,286,286,291.8,299,320.4,344,416.6,662,5d6cfce627b91890d8b340e825dfb96db9d69468
2002,408.5,397,397,397,403,417,434.2,504.2,599,5d6cfce627b91890d8b340e825dfb96db9d69468
2003,197,197,197,197,197,199,211.2,252.3,306,5d6cfce627b91890d8b340e825dfb96db9d69468
2004,187,183,183,183,184,190,207.2,232,275,5d6cfce627b91890d8b340e825dfb96db9d69468
2005,178,178,178,178,178,178,178,178,178,5d6cfce627b91890d8b340e825dfb96db9d69468
2006,312,312,312,312,312,312,312,312,485,5d6cfce627b91890d8b340e825dfb96db9d69468
2007,283,283,283,283,283,285,293,308.2,342,5d6cfce627b91890d8b340e825dfb96db9d69468
2008,159,153,153,153,153,166.4,180.4,233.5,337,5d6cfce627b91890d8b340e825dfb96db9d69468
2009,143.5,120,120,126.8,133,160,183.6,247.9,383,5d6cfce627b91890d8b340e825dfb96db9d69468
2010,97,97,97,97,97,98,103.4,126.1,192,5d6cfce627b91890d8b340e825dfb96db9d69468
2011,112,111,111,111,111,114.4,123.6,151.3,197,5d6cfce627b91890d8b340e825dfb96db9d69468
2012,110.5,89,90,95.8,100,131,140.4,179.4,211,5d6cfce627b91890d8b340e825dfb96db9d69468
2013,92,78,78,81,84.65,100.4,113.8,147.1,273,5d6cfce627b91890d8b340e825dfb96db9d69468
2014,114,95,97,101,106.6,125.4,142.2,174.1,254,5d6cfce627b91890d8b340e825dfb96db9d69468
2015,248,244,244,244,245.6,257,272.2,322.5,439,5d6cfce627b91890d8b340e825dfb96db9d69468
2016,143,94,105,115,126.6,155,171.4,215.2,281,5d6cfce627b91890d8b340e825dfb96db9d69468
2017,84.5,67,67,71.8,75.65,91.35,104.2,151.6,200,5d6cfce627b91890d8b340e825dfb96db9d69468
2018,75,63,63,64,69,84.7,98,143.4,249,5d6cfce627b91890d8b340e825dfb96db9d69468
2019,109.5,99,99.95,102,105,115.4,128.4,161.1,198,5d6cfce627b91890d8b340e825dfb96db9d69468
2020,43,43,43,43,43,45.35,57,84.25,230,5d6cfce627b91890d8b340e825dfb96db9d69468
2021,101,99,99,99,99.65,104,110.2,127.8,221,5d6cfce627b91890d8b340e825dfb96db9d69468
2022,132,115,116,120.8,125.6,139.4,153.2,218.3,323,5d6cfce627b91890d8b340e825dfb96db9d69468
2023,94.5,82,82,84,88,105.4,116.4,155.2,193,5d6cfce627b91890d8b340e825dfb96db9d69468
2024,187,182,182,183,184,190,198.4,223.2,242,5d6cfce627b91890d8b340e825dfb96db9d69468
