winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,9480,9480,9480,9480,9480,9480,9480,9481,9486,db1a240b30ceda79ad73aadb6f5c6c7e62718631
1993,9435,9435,9435,9435,9435,9435,9435,9435,9435,db1a240b30ceda79ad73aadb6f5c6c7e62718631
1994,12400,12400,12400,12400,12400,12400,12400,12400,12400,db1a240b30ceda79ad73aadb6f5c6c7e62718631
1995,15370,15370,15370,15370,15370,15520,15810,16390,17650,db1a240b30ceda79ad73aadb6f5c6c7e62718631
1996,18800,18800,18800,18800,18800,18800,18800,18800,18800,db1a240b30ceda79ad73aadb6f5c6c7e62718631
1997,18570,18570,18570,18570,18570,18570,18570,18570,18570,db1a240b30ceda79ad73aadb6f5c6c7e62718631
1998,26840,26600,26600,26600,26600,27260,27980,31100,34700,db1a240b30ceda79ad73aadb6f5c6c7e62718631
1999,36800,36800,36800,36800,36800,36800,36800,36800,36800,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2000,34670,34670,34670,34670,34670,34670,34670,34670,34670,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2001,23040,22100,22100,22100,22320,24440,27960,33270,52020,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2002,35880,33620,33620,33660,34490,37010,38930,47970,82780,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2003,23060,23060,23060,23060,23060,23060,23060,23060,23060,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2004,36430,36430,36430,36430,36430,36430,36430,36430,36430,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2005,31050,31050,31050,31050,31050,31050,31050,31050,31050,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2006,33080,33080,33080,33080,33080,33080,33080,33080,33080,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2007,29040,29040,29040,29040,29040,29040,29040,29040,29040,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2008,32650,32650,32650,32650,32650,32650,32650,32650,32650,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2009,26630,26630,26630,26630,26630,26630,26630,26630,26630,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2010,32320,32320,32320,32320,32320,32320,32320,32320,32320,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2011,26650,26650,26650,26650,26650,26650,26650,26650,26650,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2012,26500,26500,26500,26500,26500,26500,26500,26500,26500,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2013,28110,28110,28110,28110,28110,28110,28110,28110,28110,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2014,25060,25060,25060,25060,25060,25060,25060,25060,25060,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2015,25400,25400,25400,25400,25400,25400,25400,25400,25400,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2016,21140,21140,21140,21140,21140,21140,21140,21140,21140,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2017,25560,25560,25560,25560,25560,25560,25560,25560,25560,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2018,20140,20140,20140,20140,20140,20140,20140,20140,20140,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2019,21720,21720,21720,21720,21720,21720,21720,21720,21720,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2020,20460,20460,20460,20460,20460,20460,20460,20460,20460,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2021,18750,18750,18750,18750,18750,18750,18750,18750,18750,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2022,14540,14540,14540,14540,14540,14540,14540,14540,14540,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2023,19930,19930,19930,19930,19930,19930,19930,19930,19930,db1a240b30ceda79ad73aadb6f5c6c7e62718631
2024,21980,21980,21980,21980,21980,21980,21980,21980,21980,db1a240b30ceda79ad73aadb6f5c6c7e62718631
