winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,5506,4985,5071,5300,5431,5641,5722,6060,8739,510423720e177c3511dc5cd27b6f67e8e7294eff
2001,8331,7574,7688,8018,8204,8548,9091,11100,12190,510423720e177c3511dc5cd27b6f67e8e7294eff
2002,3412,2525,2679,2876,3102,3646,4060,5143,6441,510423720e177c3511dc5cd27b6f67e8e7294eff
2003,4255,3488,3559,3828,4073,4451,4845,5287,7048,510423720e177c3511dc5cd27b6f67e8e7294eff
2004,5106,4475,4610,4768,4897,5332,5744,6738,7760,510423720e177c3511dc5cd27b6f67e8e7294eff
2005,3592,2899,3048,3220,3401,3921,4352,5946,8999,510423720e177c3511dc5cd27b6f67e8e7294eff
2006,6229,5837,5951,6043,6136,6312,6450,6749,8002,510423720e177c3511dc5cd27b6f67e8e7294eff
2007,2668,2134,2228,2371,2473,2876,3227,3609,7767,510423720e177c3511dc5cd27b6f67e8e7294eff
2008,2714,1994,2144,2345,2515,2932,3228,4129,6244,510423720e177c3511dc5cd27b6f67e8e7294eff
2009,3336,3063,3104,3185,3248,3464,3681,4162,5167,510423720e177c3511dc5cd27b6f67e8e7294eff
2010,2567,1889,2062,2215,2388,2805,3114,4703,7197,510423720e177c3511dc5cd27b6f67e8e7294eff
2011,1862,1451,1570,1649,1771,2038,2304,3036,5150,510423720e177c3511dc5cd27b6f67e8e7294eff
2012,1511,1244,1340,1413,1451,1587,1702,2011,2449,510423720e177c3511dc5cd27b6f67e8e7294eff
2013,2374,2075,2134,2231,2291,2481,2678,2912,3252,510423720e177c3511dc5cd27b6f67e8e7294eff
2014,2584,2060,2204,2381,2477,2735,2930,3322,4375,510423720e177c3511dc5cd27b6f67e8e7294eff
2015,2346,1916,2018,2146,2215,2463,2663,3028,3520,510423720e177c3511dc5cd27b6f67e8e7294eff
2016,2488,2034,2166,2308,2411,2701,2854,3243,4549,510423720e177c3511dc5cd27b6f67e8e7294eff
2017,2124,1699,1756,1896,2032,2230,2350,2666,3089,510423720e177c3511dc5cd27b6f67e8e7294eff
2018,2652,2253,2349,2462,2556,2783,2913,3260,4036,510423720e177c3511dc5cd27b6f67e8e7294eff
2019,2990,2733,2800,2839,2929,3115,3276,3552,4482,510423720e177c3511dc5cd27b6f67e8e7294eff
2020,3124,2799,2858,2949,3035,3219,3444,4176,4974,510423720e177c3511dc5cd27b6f67e8e7294eff
2021,2920,2493,2584,2664,2779,3115,3395,3814,5050,510423720e177c3511dc5cd27b6f67e8e7294eff
2022,3078,2843,2864,2945,3006,3170,3284,3694,3964,510423720e177c3511dc5cd27b6f67e8e7294eff
2023,2276,1900,1968,2078,2144,2400,2575,2973,3738,510423720e177c3511dc5cd27b6f67e8e7294eff
2024,1616,1369,1436,1503,1553,1716,1835,2166,3480,510423720e177c3511dc5cd27b6f67e8e7294eff
