winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2007,2,2,2,2,2,2,2,2,2,1e4d480edac4d4cefb3219d303e52adff81307d6
2008,2,2,2,2,2,2,2,2,2,1e4d480edac4d4cefb3219d303e52adff81307d6
2009,0,0,0,0,0,0,0,1.05,3,1e4d480edac4d4cefb3219d303e52adff81307d6
2010,0,0,0,0,0,0,0,3,6,1e4d480edac4d4cefb3219d303e52adff81307d6
2011,0,0,0,0,0,0,0,3,9,1e4d480edac4d4cefb3219d303e52adff81307d6
2012,2,2,2,2,2,2,2,2,2,1e4d480edac4d4cefb3219d303e52adff81307d6
2013,0,0,0,0,0,0,1,3.05,6,1e4d480edac4d4cefb3219d303e52adff81307d6
2014,4,4,4,4,4,4,6,8,9,1e4d480edac4d4cefb3219d303e52adff81307d6
2015,7,7,7,7,7,7,7,7,8,1e4d480edac4d4cefb3219d303e52adff81307d6
2016,1,1,1,1,1,1,1,1,1,1e4d480edac4d4cefb3219d303e52adff81307d6
2017,6,6,6,6,6,6,6,6,6,1e4d480edac4d4cefb3219d303e52adff81307d6
2018,3,3,3,3,3,3,3,6.05,11,1e4d480edac4d4cefb3219d303e52adff81307d6
2019,2,1,1,1,1,3,4,7.05,12,1e4d480edac4d4cefb3219d303e52adff81307d6
2020,6,6,6,6,6,6,6,6,9,1e4d480edac4d4cefb3219d303e52adff81307d6
2021,4,4,4,4,4,4,4,6,9,1e4d480edac4d4cefb3219d303e52adff81307d6
2022,9,9,9,9,9,9,9,12,18,1e4d480edac4d4cefb3219d303e52adff81307d6
2023,2,0,0,0,1,2.35,4,9.05,14,1e4d480edac4d4cefb3219d303e52adff81307d6
2024,12,12,12,12,12,12,12,12,14,1e4d480edac4d4cefb3219d303e52adff81307d6
