analysis,centre_winter,duration,estimate,se,lcl,ucl
32f40b435bb22051a6066127a1b085f9cb9b1986,1996.5,10,0.0306,0.02595,-0.02026,0.08146
32f40b435bb22051a6066127a1b085f9cb9b1986,1997.5,10,0.0294,0.02341,-0.01649,0.07529
32f40b435bb22051a6066127a1b085f9cb9b1986,1998.5,10,0.03503,0.02106,-0.006242,0.07629
32f40b435bb22051a6066127a1b085f9cb9b1986,1999.5,10,0.04042,0.01839,0.004369,0.07647
32f40b435bb22051a6066127a1b085f9cb9b1986,2000.5,10,0.05171,0.01856,0.01534,0.08808
32f40b435bb22051a6066127a1b085f9cb9b1986,2001.5,10,0.04892,0.01855,0.01255,0.08528
32f40b435bb22051a6066127a1b085f9cb9b1986,2002.5,10,0.02924,0.01788,-0.005807,0.06429
32f40b435bb22051a6066127a1b085f9cb9b1986,2003.5,10,0.0008426,0.01805,-0.03454,0.03622
32f40b435bb22051a6066127a1b085f9cb9b1986,2004.5,10,-0.02684,0.01848,-0.06307,0.009385
32f40b435bb22051a6066127a1b085f9cb9b1986,2005.5,10,-0.04333,0.01853,-0.07964,-0.007007
32f40b435bb22051a6066127a1b085f9cb9b1986,2006.5,10,-0.05486,0.01874,-0.09158,-0.01814
32f40b435bb22051a6066127a1b085f9cb9b1986,2007.5,10,-0.05347,0.01825,-0.08925,-0.0177
32f40b435bb22051a6066127a1b085f9cb9b1986,2008.5,10,-0.06884,0.01872,-0.1055,-0.03215
32f40b435bb22051a6066127a1b085f9cb9b1986,2009.5,10,-0.06602,0.01864,-0.1026,-0.02949
32f40b435bb22051a6066127a1b085f9cb9b1986,2010.5,10,-0.04481,0.01929,-0.08262,-0.006999
32f40b435bb22051a6066127a1b085f9cb9b1986,2011.5,10,-0.02436,0.0213,-0.0661,0.01739
32f40b435bb22051a6066127a1b085f9cb9b1986,2012.5,10,-0.01019,0.02356,-0.05636,0.03598
32f40b435bb22051a6066127a1b085f9cb9b1986,2013.5,10,-0.01328,0.02451,-0.06132,0.03476
32f40b435bb22051a6066127a1b085f9cb9b1986,2014.5,10,-0.02699,0.02498,-0.07595,0.02197
32f40b435bb22051a6066127a1b085f9cb9b1986,2015.5,10,-0.06057,0.02286,-0.1054,-0.01576
32f40b435bb22051a6066127a1b085f9cb9b1986,2016.5,10,-0.09717,0.02164,-0.1396,-0.05476
32f40b435bb22051a6066127a1b085f9cb9b1986,2017.5,10,-0.1064,0.02111,-0.1478,-0.06507
32f40b435bb22051a6066127a1b085f9cb9b1986,2018.5,10,-0.1334,0.02321,-0.1789,-0.08794
32f40b435bb22051a6066127a1b085f9cb9b1986,2019.5,10,-0.1248,0.02446,-0.1728,-0.07691
32f40b435bb22051a6066127a1b085f9cb9b1986,1997.5,12,0.03673,0.01974,-0.00196,0.07543
32f40b435bb22051a6066127a1b085f9cb9b1986,1998.5,12,0.0341,0.01779,-0.0007646,0.06896
32f40b435bb22051a6066127a1b085f9cb9b1986,1999.5,12,0.03889,0.01602,0.007495,0.07029
32f40b435bb22051a6066127a1b085f9cb9b1986,2000.5,12,0.03895,0.01418,0.01115,0.06675
32f40b435bb22051a6066127a1b085f9cb9b1986,2001.5,12,0.03754,0.01434,0.009433,0.06564
32f40b435bb22051a6066127a1b085f9cb9b1986,2002.5,12,0.01902,0.01414,-0.008688,0.04673
32f40b435bb22051a6066127a1b085f9cb9b1986,2003.5,12,-0.00788,0.01418,-0.03566,0.0199
32f40b435bb22051a6066127a1b085f9cb9b1986,2004.5,12,-0.02193,0.01424,-0.04985,0.005989
32f40b435bb22051a6066127a1b085f9cb9b1986,2005.5,12,-0.03124,0.0145,-0.05966,-0.002821
32f40b435bb22051a6066127a1b085f9cb9b1986,2006.5,12,-0.03664,0.01425,-0.06457,-0.008717
32f40b435bb22051a6066127a1b085f9cb9b1986,2007.5,12,-0.05528,0.01453,-0.08376,-0.02679
32f40b435bb22051a6066127a1b085f9cb9b1986,2008.5,12,-0.05877,0.01447,-0.08713,-0.0304
32f40b435bb22051a6066127a1b085f9cb9b1986,2009.5,12,-0.05338,0.0149,-0.08258,-0.02419
32f40b435bb22051a6066127a1b085f9cb9b1986,2010.5,12,-0.04481,0.01597,-0.07612,-0.0135
32f40b435bb22051a6066127a1b085f9cb9b1986,2011.5,12,-0.03399,0.01746,-0.06822,0.0002361
32f40b435bb22051a6066127a1b085f9cb9b1986,2012.5,12,-0.02383,0.01861,-0.0603,0.01264
32f40b435bb22051a6066127a1b085f9cb9b1986,2013.5,12,-0.01856,0.01989,-0.05755,0.02043
32f40b435bb22051a6066127a1b085f9cb9b1986,2014.5,12,-0.0439,0.01801,-0.07919,-0.008603
32f40b435bb22051a6066127a1b085f9cb9b1986,2015.5,12,-0.0784,0.01723,-0.1122,-0.04463
32f40b435bb22051a6066127a1b085f9cb9b1986,2016.5,12,-0.09355,0.01648,-0.1259,-0.06124
32f40b435bb22051a6066127a1b085f9cb9b1986,2017.5,12,-0.104,0.01627,-0.1358,-0.07207
32f40b435bb22051a6066127a1b085f9cb9b1986,2018.5,12,-0.09323,0.01636,-0.1253,-0.06117
32f40b435bb22051a6066127a1b085f9cb9b1986,2008,33,-0.02905,0.004168,-0.03722,-0.02088
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,1996.5,10,0.01121,0.03045,-0.04848,0.07089
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,1997.5,10,0.01014,0.02743,-0.04363,0.06391
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,1998.5,10,0.01302,0.02423,-0.03448,0.06051
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,1999.5,10,0.01366,0.02125,-0.028,0.05531
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2000.5,10,0.01569,0.02078,-0.02505,0.05642
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2001.5,10,0.01573,0.02074,-0.02491,0.05637
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2002.5,10,0.01375,0.02087,-0.02716,0.05465
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2003.5,10,0.00426,0.02057,-0.03606,0.04458
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2004.5,10,-0.009722,0.02056,-0.05002,0.03058
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2005.5,10,-0.02113,0.02081,-0.06192,0.01965
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2006.5,10,-0.03218,0.02157,-0.07446,0.0101
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2007.5,10,-0.03398,0.02089,-0.07491,0.006958
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2008.5,10,-0.04324,0.02197,-0.0863,-0.0001804
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2009.5,10,-0.04637,0.02341,-0.09226,-0.0004909
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2010.5,10,-0.03156,0.02256,-0.07576,0.01265
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2011.5,10,-0.01647,0.02482,-0.06512,0.03219
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2012.5,10,-0.002756,0.02984,-0.06123,0.05572
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2013.5,10,0.001499,0.03319,-0.06355,0.06655
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2014.5,10,-0.00891,0.03322,-0.07401,0.05619
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2015.5,10,-0.03758,0.02808,-0.09262,0.01746
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2016.5,10,-0.0679,0.02719,-0.1212,-0.01461
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2017.5,10,-0.08381,0.02725,-0.1372,-0.0304
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2018.5,10,-0.1086,0.03349,-0.1743,-0.043
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2019.5,10,-0.1154,0.03704,-0.188,-0.04282
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,1997.5,12,0.01415,0.02393,-0.03275,0.06105
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,1998.5,12,0.01207,0.02133,-0.02974,0.05388
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,1999.5,12,0.01497,0.01911,-0.02248,0.05242
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2000.5,12,0.01525,0.01715,-0.01837,0.04887
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2001.5,12,0.01351,0.01678,-0.01938,0.0464
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2002.5,12,0.005565,0.01626,-0.02631,0.03744
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2003.5,12,-0.004628,0.01629,-0.03655,0.0273
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2004.5,12,-0.01091,0.01639,-0.04303,0.02121
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2005.5,12,-0.01748,0.01659,-0.05,0.01503
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2006.5,12,-0.02239,0.01643,-0.05459,0.009807
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2007.5,12,-0.03403,0.01738,-0.06809,2.33e-05
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2008.5,12,-0.03831,0.01811,-0.07381,-0.002816
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2009.5,12,-0.03297,0.0179,-0.06804,0.002111
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2010.5,12,-0.02708,0.01883,-0.06398,0.009826
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2011.5,12,-0.01913,0.02094,-0.06017,0.02191
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2012.5,12,-0.01127,0.024,-0.05831,0.03576
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2013.5,12,-0.009729,0.02709,-0.06282,0.04336
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2014.5,12,-0.0284,0.02292,-0.07333,0.01652
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2015.5,12,-0.05192,0.02127,-0.0936,-0.01024
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2016.5,12,-0.06684,0.02105,-0.1081,-0.02558
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2017.5,12,-0.08117,0.02272,-0.1257,-0.03663
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2018.5,12,-0.08289,0.02288,-0.1277,-0.03804
4fabe9382c05d5da7e5d666e9e6c548c0e8f4cef,2008,33,-0.02367,0.005865,-0.03517,-0.01218
