analysis,centre_winter,duration,estimate,se,lcl,ucl
3ea9e36e1204250eeda622b371cadd333189aa88,2002,5,0.9384,0.4379,0.0801,1.797
3ea9e36e1204250eeda622b371cadd333189aa88,2003,5,1.002,0.4337,0.1521,1.852
3ea9e36e1204250eeda622b371cadd333189aa88,2004,5,1.186,0.4135,0.3753,1.996
3ea9e36e1204250eeda622b371cadd333189aa88,2005,5,1.534,0.3502,0.848,2.221
3ea9e36e1204250eeda622b371cadd333189aa88,2006,5,1.919,0.2895,1.351,2.486
3ea9e36e1204250eeda622b371cadd333189aa88,2007,5,2.097,0.2961,1.517,2.678
3ea9e36e1204250eeda622b371cadd333189aa88,2008,5,2.197,0.3511,1.509,2.885
3ea9e36e1204250eeda622b371cadd333189aa88,2009,5,2.479,0.3191,1.853,3.104
3ea9e36e1204250eeda622b371cadd333189aa88,2010,5,2.625,0.3327,1.973,3.277
3ea9e36e1204250eeda622b371cadd333189aa88,2011,5,2.716,0.3842,1.963,3.469
3ea9e36e1204250eeda622b371cadd333189aa88,2012,5,3.042,0.3372,2.381,3.703
3ea9e36e1204250eeda622b371cadd333189aa88,2013,5,3.509,0.266,2.988,4.031
3ea9e36e1204250eeda622b371cadd333189aa88,2014,5,3.849,0.26,3.339,4.359
3ea9e36e1204250eeda622b371cadd333189aa88,2015,5,4.164,0.2562,3.662,4.666
3ea9e36e1204250eeda622b371cadd333189aa88,2016,5,4.604,0.2399,4.133,5.074
3ea9e36e1204250eeda622b371cadd333189aa88,2017,5,4.816,0.246,4.334,5.298
3ea9e36e1204250eeda622b371cadd333189aa88,2018,5,4.755,0.2354,4.294,5.217
3ea9e36e1204250eeda622b371cadd333189aa88,2019,5,4.63,0.2495,4.141,5.119
3ea9e36e1204250eeda622b371cadd333189aa88,2020,5,4.512,0.2677,3.988,5.037
3ea9e36e1204250eeda622b371cadd333189aa88,2021,5,4.344,0.32,3.717,4.972
3ea9e36e1204250eeda622b371cadd333189aa88,2022,5,4.43,0.3011,3.84,5.02
3ea9e36e1204250eeda622b371cadd333189aa88,2004.5,10,1.518,0.3012,0.9277,2.108
3ea9e36e1204250eeda622b371cadd333189aa88,2005.5,10,1.6,0.3287,0.9556,2.244
3ea9e36e1204250eeda622b371cadd333189aa88,2006.5,10,1.832,0.2981,1.248,2.417
3ea9e36e1204250eeda622b371cadd333189aa88,2007.5,10,2.08,0.2753,1.54,2.619
3ea9e36e1204250eeda622b371cadd333189aa88,2008.5,10,2.317,0.2666,1.795,2.84
3ea9e36e1204250eeda622b371cadd333189aa88,2009.5,10,2.57,0.2608,2.059,3.081
3ea9e36e1204250eeda622b371cadd333189aa88,2010.5,10,2.853,0.2487,2.366,3.341
3ea9e36e1204250eeda622b371cadd333189aa88,2011.5,10,3.164,0.227,2.719,3.609
3ea9e36e1204250eeda622b371cadd333189aa88,2012.5,10,3.395,0.2324,2.939,3.85
3ea9e36e1204250eeda622b371cadd333189aa88,2013.5,10,3.66,0.2205,3.228,4.092
3ea9e36e1204250eeda622b371cadd333189aa88,2014.5,10,3.929,0.1961,3.545,4.314
3ea9e36e1204250eeda622b371cadd333189aa88,2015.5,10,4.132,0.1865,3.767,4.498
3ea9e36e1204250eeda622b371cadd333189aa88,2016.5,10,4.24,0.1943,3.859,4.62
3ea9e36e1204250eeda622b371cadd333189aa88,2017.5,10,4.338,0.201,3.944,4.732
3ea9e36e1204250eeda622b371cadd333189aa88,2018.5,10,4.474,0.1955,4.091,4.857
3ea9e36e1204250eeda622b371cadd333189aa88,2019.5,10,4.623,0.1912,4.248,4.998
87f9759c4359d81985a73f9a6c71b3065c6d6054,2002,5,-1.236,0.3641,-1.95,-0.5227
87f9759c4359d81985a73f9a6c71b3065c6d6054,2003,5,-1.178,0.3515,-1.867,-0.4893
87f9759c4359d81985a73f9a6c71b3065c6d6054,2004,5,-0.9995,0.3335,-1.653,-0.3459
87f9759c4359d81985a73f9a6c71b3065c6d6054,2005,5,-0.672,0.3084,-1.276,-0.06758
87f9759c4359d81985a73f9a6c71b3065c6d6054,2006,5,-0.1934,0.2698,-0.7221,0.3353
87f9759c4359d81985a73f9a6c71b3065c6d6054,2007,5,0.03955,0.2624,-0.4747,0.5538
87f9759c4359d81985a73f9a6c71b3065c6d6054,2008,5,0.2203,0.2802,-0.3289,0.7695
87f9759c4359d81985a73f9a6c71b3065c6d6054,2009,5,0.6354,0.2653,0.1155,1.155
87f9759c4359d81985a73f9a6c71b3065c6d6054,2010,5,1.022,0.2562,0.5203,1.524
87f9759c4359d81985a73f9a6c71b3065c6d6054,2011,5,1.212,0.2705,0.6815,1.742
87f9759c4359d81985a73f9a6c71b3065c6d6054,2012,5,1.729,0.2383,1.262,2.196
87f9759c4359d81985a73f9a6c71b3065c6d6054,2013,5,2.455,0.1983,2.066,2.843
87f9759c4359d81985a73f9a6c71b3065c6d6054,2014,5,2.929,0.1952,2.547,3.312
87f9759c4359d81985a73f9a6c71b3065c6d6054,2015,5,3.218,0.1996,2.827,3.609
87f9759c4359d81985a73f9a6c71b3065c6d6054,2016,5,3.738,0.1865,3.372,4.104
87f9759c4359d81985a73f9a6c71b3065c6d6054,2017,5,3.994,0.1862,3.629,4.359
87f9759c4359d81985a73f9a6c71b3065c6d6054,2018,5,3.854,0.1909,3.479,4.228
87f9759c4359d81985a73f9a6c71b3065c6d6054,2019,5,3.727,0.1888,3.357,4.097
87f9759c4359d81985a73f9a6c71b3065c6d6054,2020,5,3.631,0.1884,3.262,4.001
