winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,3.5,0,0,0,0,16.7,55.8,134,242,22da5f0db63723c8519753d87bad9ea00d19eddf
1992,November,0,0,0,0,0,10.35,44.2,264.8,732,22da5f0db63723c8519753d87bad9ea00d19eddf
1992,December,1,0,0,0,0,14,51.4,163.5,378,22da5f0db63723c8519753d87bad9ea00d19eddf
1992,NA,5,0,0,0,2,12.35,25.4,108.2,154,22da5f0db63723c8519753d87bad9ea00d19eddf
1993,January,34,0,0,3,12.65,74.7,129.6,264.1,899,22da5f0db63723c8519753d87bad9ea00d19eddf
1993,November,27,0,0,0,9,64.85,127.4,297.4,835,22da5f0db63723c8519753d87bad9ea00d19eddf
1993,December,18,0,0,0,5,42.7,79,195.2,412,22da5f0db63723c8519753d87bad9ea00d19eddf
1993,NA,31,0,0.95,6.8,16.6,47.35,81,137.3,242,22da5f0db63723c8519753d87bad9ea00d19eddf
1994,January,46.5,0,0,14,29.3,68.7,106.4,301.6,854,22da5f0db63723c8519753d87bad9ea00d19eddf
1994,November,83,0,0,10.8,49.3,137.4,242.2,417.6,855,22da5f0db63723c8519753d87bad9ea00d19eddf
1994,December,54,0,0,10.8,32.65,93.4,143.6,267,398,22da5f0db63723c8519753d87bad9ea00d19eddf
1994,NA,56,1,5.9,22.8,39,76.75,116,188.1,257,22da5f0db63723c8519753d87bad9ea00d19eddf
1995,January,85.5,39,39,53.8,67,113.4,164.6,273.6,456,22da5f0db63723c8519753d87bad9ea00d19eddf
1995,November,99,4,6,21.8,55.3,132.4,275.2,480.9,855,22da5f0db63723c8519753d87bad9ea00d19eddf
1995,December,94,31,32.9,44.8,64,123.4,187.4,357.2,648,22da5f0db63723c8519753d87bad9ea00d19eddf
1995,NA,79,9,21,43.6,58.65,101.5,140.4,254.2,324,22da5f0db63723c8519753d87bad9ea00d19eddf
1996,January,70,23,23.95,37,49.65,91,140.4,225.2,412,22da5f0db63723c8519753d87bad9ea00d19eddf
1996,November,86.5,0,10,32.8,50.95,121,168.2,305.6,550,22da5f0db63723c8519753d87bad9ea00d19eddf
1996,December,56.5,0,6,22.6,42.6,95.45,130.2,234,457,22da5f0db63723c8519753d87bad9ea00d19eddf
1996,NA,97.5,41,50,64.6,76.65,124.7,177,243,373,22da5f0db63723c8519753d87bad9ea00d19eddf
1997,January,256.5,158,172.8,202,223.2,291.7,324,435.4,549,22da5f0db63723c8519753d87bad9ea00d19eddf
1997,November,161.5,25,44.7,79,114.6,200.2,290.8,427.1,640,22da5f0db63723c8519753d87bad9ea00d19eddf
1997,December,143.5,48,67.75,95.4,115.6,191.4,294.2,404.5,847,22da5f0db63723c8519753d87bad9ea00d19eddf
1997,NA,135,20,51.95,84.8,103,169.4,220.2,300.4,777,22da5f0db63723c8519753d87bad9ea00d19eddf
1998,January,130,81,82.95,94.8,114.6,162.7,200.2,319.8,687,22da5f0db63723c8519753d87bad9ea00d19eddf
1998,November,217,24,46.95,115.2,168.6,284.1,382.2,644.2,824,22da5f0db63723c8519753d87bad9ea00d19eddf
1998,December,225,30,76.95,130,169.2,291,387,599.2,762,22da5f0db63723c8519753d87bad9ea00d19eddf
1998,NA,185,74,86.85,135.2,159,230.4,254.2,324.4,638,22da5f0db63723c8519753d87bad9ea00d19eddf
1999,January,258.5,192,198,214.8,234.3,287,319.4,469.2,628,22da5f0db63723c8519753d87bad9ea00d19eddf
1999,November,291.5,38,88.95,153.8,229.6,342.8,450.4,613.3,1097,22da5f0db63723c8519753d87bad9ea00d19eddf
1999,December,256,36,92.25,151,205.6,346.6,429.6,516.5,1120,22da5f0db63723c8519753d87bad9ea00d19eddf
1999,NA,235.5,62,112,176.6,214.6,294.7,352.2,462.1,558,22da5f0db63723c8519753d87bad9ea00d19eddf
2000,January,477.5,388,412,439,459,497,532.2,701.8,807,22da5f0db63723c8519753d87bad9ea00d19eddf
2000,November,562,123,284.7,371.6,475.6,626.8,742.8,978.2,1210,22da5f0db63723c8519753d87bad9ea00d19eddf
2000,December,500,161,223.6,317.4,388.9,582.4,670.6,1016,1644,22da5f0db63723c8519753d87bad9ea00d19eddf
2000,NA,413.5,179,224,301,344.3,469.4,535.6,660,930,22da5f0db63723c8519753d87bad9ea00d19eddf
2001,January,682,304,417.2,517.2,609.6,747.6,845.2,1073,2089,22da5f0db63723c8519753d87bad9ea00d19eddf
2001,November,989.5,269,557.2,755,854.3,1153,1313,1894,3063,22da5f0db63723c8519753d87bad9ea00d19eddf
